,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics,topic,topic_name,x,y,z,x1,y1
691,5557,5557,5557,uNqi1ZpZfjOVgvTlBqUp/A6V28a+ofI+X4w1tw2x6pw=,1,1,70.0,online,sale,TRIBAN EASY ROADCYCLING WOMAN W ROAD BIK,RD BIKE END M,ROAD BIKE AND E,1,399.99,uNqi1ZpZfjOVgvTlBqUp/A6V28a+ofI+X4w1tw2x6pw=,ÓÓK VOOR MANNEN!,"Een geweldige fiets. Ben zeer tevreden. Eigenlijk is dit een dames-uitvoering, maar voor mij als man een ideale fiets. Tenminste, als je geen hoge eisen stelt. Ik heb dit model gekozen vanwege het aantal versnellingen, het tandwiel verzet, de twee extra remgrepen, de versnellingshendel in de handgreep, enz. Ook een prima prijs/prestatie verhouding. Kortom: een aanrader, zo ook voor mannen!",5,2022-11-17 09:27:43,,,"ALSO FOR MEN!. A great bike. I am very satisfied. This is actually a ladies' version, but for me as a man it is an ideal bike. At least, if you don't set high standards. I chose this model because of the number of gears, the gear shift, the two extra brake levers, the gear lever in the handle, etc. Also an excellent price/performance ratio. In short: highly recommended, also for men!","ÓÓK VOOR MANNEN!. Een geweldige fiets. Ben zeer tevreden. Eigenlijk is dit een dames-uitvoering, maar voor mij als man een ideale fiets. Tenminste, als je geen hoge eisen stelt. Ik heb dit model gekozen vanwege het aantal versnellingen, het tandwiel verzet, de twee extra remgrepen, de versnellingshendel in de handgreep, enz. Ook een prima prijs/prestatie verhouding. Kortom: een aanrader, zo ook voor mannen!",Biking,19,19,Bikes,7.634932,3.9226189,14.246073,-2.5499651,-6.689613
692,5579,5579,5579,4RrK4QFXCbcthKScf2LTEsOM1NpGoxflNR4COpfi0Sk=,1,10,896.0,offline,sale,"20"""" MTB 1.95",KIDS BIKE TYRES,TYRES/SPARE/CAR,2,19.98,4RrK4QFXCbcthKScf2LTEsOM1NpGoxflNR4COpfi0Sk=,,"Druk, en te weinig personeel op de vloer.",4,2022-05-29 09:05:21,,,". Busy, and too few staff on the floor.",". Druk, en te weinig personeel op de vloer.",Biking,1,1,Store and Staff,12.576959,7.443438,7.9746504,-6.071446,2.885894
693,5580,5580,5580,aq4ASKeF28SYuago5kdEBzPcsVKSrEnz1+nmNK27ds0=,1,10,1088.0,offline,sale,BRUSHES CLEANING BIKE.,BIK MAINTE TOOL,TYRES/SPARE/CAR,1,8.99,aq4ASKeF28SYuago5kdEBzPcsVKSrEnz1+nmNK27ds0=,Top doet wat het moet doen,Maakt goed schoon,5,2023-04-03 19:55:28,,,Top does what it's supposed to do. Cleans well,Top doet wat het moet doen. Maakt goed schoon,Biking,6,6,Good product,4.791743,6.0941253,6.9011345,-1.8054438,-0.6295367
694,5581,5581,5581,aq4ASKeF28SYuago5kdEBzPcsVKSrEnz1+nmNK27ds0=,1,10,1088.0,offline,sale,BRUSHES CLEANING BIKE.,BIK MAINTE TOOL,TYRES/SPARE/CAR,1,8.99,aq4ASKeF28SYuago5kdEBzPcsVKSrEnz1+nmNK27ds0=,,Aardig mensen die mij goed geholpen hebben,5,2023-04-03 19:54:52,,,. Nice people who helped me a lot,. Aardig mensen die mij goed geholpen hebben,Biking,1,1,Store and Staff,11.799717,6.899471,7.1850204,-5.440669,3.8487985
695,5582,5582,5582,xeEAMr0EUvDYX2f8j1NDAVK+FNA5jIHEhoY6wnJeIOY=,1,2,70.0,online,sale,"24"""" MTB 1.95",KIDS BIKE TYRES,TYRES/SPARE/CAR,1,10.99,xeEAMr0EUvDYX2f8j1NDAVK+FNA5jIHEhoY6wnJeIOY=,Nette prijs goede band,Top band voor deze prijs,4,2022-02-16 06:14:25,,,"Good price, good tire. Top tire for this price",Nette prijs goede band. Top band voor deze prijs,Biking,7,7,Price-Quality Ratio,7.71787,5.705397,15.19974,-0.8771329,-6.229535
696,5588,5588,5588,JtuvCaKUhK/NNHKzW+9L6r8sREY2rQKUlYK2KzqOHCY=,1,10,1161.0,offline,sale,CITY BIKE ELOPS 520 LF BLUE,URBAN TRAD BIK,URBAN/FOLDING B,1,299.99,JtuvCaKUhK/NNHKzW+9L6r8sREY2rQKUlYK2KzqOHCY=,,"Dennis , op de winkel Coolsingel , Rotterdam heeft ons uitstekend geholpen bij het gereed maken van onze bestelde fiets.",5,2022-06-27 21:05:03,,,". Dennis, at the Coolsingel store, Rotterdam, helped us excellently in preparing our ordered bicycle.",". Dennis , op de winkel Coolsingel , Rotterdam heeft ons uitstekend geholpen bij het gereed maken van onze bestelde fiets.",Biking,0,0,Bikes,9.474051,5.034567,13.472477,-4.681436,-5.5648847
697,5592,5592,5592,aqiPD08Ue8kxY/X8YXTwGBlrKxudDpgF3pETqhFsBJA=,1,8,2096.0,offline,sale,BRAKE DISC 160MM TEKTRO TR-8,BRAKING MTB,AFTER SALE CYCL,2,21.98,aqiPD08Ue8kxY/X8YXTwGBlrKxudDpgF3pETqhFsBJA=,Prima schijf voor een prima prijs.,Ik werd uitstekend geholpen.,5,2022-07-12 18:25:02,,,Great disc for a great price... I received excellent help.,Prima schijf voor een prima prijs.. Ik werd uitstekend geholpen.,Biking,17,17,Price-Quality Ratio,9.91465,7.1112795,9.963562,-3.6183252,-0.34290385
698,5594,5594,5594,PpUGUpoXtZuTSauTXLdJyZSt2hlZWBHuwUVNRSFVgwE=,1,2,70.0,online,sale,OVERPANT CITY 540 M,RAIN WEATH APP,URBAN/FOLDING B,1,49.99,PpUGUpoXtZuTSauTXLdJyZSt2hlZWBHuwUVNRSFVgwE=,Goed,Moe products,5,2022-02-04 23:08:40,,,Good. Tired products,Goed. Moe products,Biking,17,17,Price-Quality Ratio,9.482577,7.0529804,9.540177,-3.0614152,0.006849845
699,5596,5596,5596,wT2bKlRyb1/I97qobtpNzwRxJtmJEBfkhocmwn/3C80=,1,10,346.0,offline,sale,CITY BIKE HELMET 500 WHITE,URBAN HELMET,URBAN/FOLDING B,1,35.99,wT2bKlRyb1/I97qobtpNzwRxJtmJEBfkhocmwn/3C80=,Redelijke helm voor kleine prijs,Het afstellen duurt lang daarnaa zit die op zich niet slecht,3,2023-06-02 10:21:53,,,"Reasonable helmet for a small price. Adjustment takes a long time, but it is not bad in itself",Redelijke helm voor kleine prijs. Het afstellen duurt lang daarnaa zit die op zich niet slecht,Biking,14,14,Biking Gear,5.054059,9.012326,10.74638,2.3469503,-3.8101766
700,5597,5597,5597,N+FLK/1wMBlCOvE64DmjwFlgosHXZ+dzoKGtKfnCaTU=,1,1,70.0,online,sale,RAINBLOW CITY 900 PINK WEB,RAIN WEATH APP,URBAN/FOLDING B,1,29.99,N+FLK/1wMBlCOvE64DmjwFlgosHXZ+dzoKGtKfnCaTU=,Mooie poncho en praktisch,Goeie service,5,2022-12-09 20:19:07,,,Beautiful poncho and practical. Good service,Mooie poncho en praktisch. Goeie service,Biking,5,5,Bike Clothing,6.037306,8.675764,12.683125,0.658853,-2.3878746
701,5598,5598,5598,N+FLK/1wMBlCOvE64DmjwFlgosHXZ+dzoKGtKfnCaTU=,1,1,70.0,online,sale,RAINBLOW CITY 900 PINK WEB,RAIN WEATH APP,URBAN/FOLDING B,1,29.99,N+FLK/1wMBlCOvE64DmjwFlgosHXZ+dzoKGtKfnCaTU=,Goeie kwaliteit,Goeie service,5,2022-12-09 20:19:51,,,Good quality. Good service,Goeie kwaliteit. Goeie service,Biking,8,8,Store and Staff,10.850719,7.724463,7.5599585,-4.275652,3.0929244
702,5599,5599,5599,N+FLK/1wMBlCOvE64DmjwFlgosHXZ+dzoKGtKfnCaTU=,1,1,70.0,online,sale,RAINBLOW CITY 900 PINK WEB,RAIN WEATH APP,URBAN/FOLDING B,1,29.99,N+FLK/1wMBlCOvE64DmjwFlgosHXZ+dzoKGtKfnCaTU=,,Producten zoals omschreven,5,2022-11-15 10:08:04,,,. Products as described,. Producten zoals omschreven,Biking,17,17,Price-Quality Ratio,9.705772,7.309275,9.504677,-3.2837622,0.37069058
703,5649,5649,5649,JmfpoJEeVvROHmrEyJudz1J4C1jbW1MXj1RRd24I744=,1,2,70.0,online,sale,UTK 500 BPACK .,LUGGAGE,BIKE ACCESSORIE,1,64.99,JmfpoJEeVvROHmrEyJudz1J4C1jbW1MXj1RRd24I744=,Super handige tas,Tas is snel op de fiets te monteren en zit stevig vast. Ook de indeling van de tas is handig met verschillende vakken. En je kan genoeg spullen meenemen.,5,2023-07-03 07:55:15,,,Super handy bag. The bag can be quickly mounted on the bicycle and is firmly attached. The layout of the bag is also useful with different compartments. And you can take plenty of stuff with you.,Super handige tas. Tas is snel op de fiets te monteren en zit stevig vast. Ook de indeling van de tas is handig met verschillende vakken. En je kan genoeg spullen meenemen.,Biking,15,15,Biking Gear,6.8210497,6.625321,12.615901,-0.535478,-3.8818188
704,5690,5690,5690,ds1a66A9BgRk9KgGEu6zylGMsElHa696FDMn/FMgb6k=,1,10,1088.0,offline,sale,MTB HYDRA BAG EXPLORE 7L/2L BLACK,MTB WATERBAGS,BIKE ACCESSORIE,1,39.99,ds1a66A9BgRk9KgGEu6zylGMsElHa696FDMn/FMgb6k=,Zeer goed. Prijs kwaliteit unmatched,Draagvermogen top. Opbergruimte top. Camelbag. Premium merken vragen hier het driedubbele voor. Zeer goed Decathlon!,5,2023-07-19 19:53:25,,,Very good. Price quality unmatched. Load capacity top. Storage space top. Camel bag. Premium brands charge triple for this. Very good Decathlon!,Zeer goed. Prijs kwaliteit unmatched. Draagvermogen top. Opbergruimte top. Camelbag. Premium merken vragen hier het driedubbele voor. Zeer goed Decathlon!,Biking,15,15,Biking Gear,6.795703,6.819094,12.559593,-0.552262,-3.7028532
705,5706,5706,5706,OqXYnQ/1vg6jSwgWzwA63kqHRRw4A9ZTKF1g2At57/Q=,1,2,70.0,online,sale,MTB SHORT ST 100 H BLACK,M WARM HIKG AM,MTB BIKES AND E,1,16.99,OqXYnQ/1vg6jSwgWzwA63kqHRRw4A9ZTKF1g2At57/Q=,Zit lekker en fijn dat er een rits inzit.,Hij zit lekker. De maat was ook eens perfect. Ik kan hier met gemak uren mee fietsen zonder pijn mijn kont te krijgen. Gewoon een stoere broek die doet wat hij moet doen!,5,2022-09-09 18:14:54,,,It fits comfortably and it's nice that it has a zipper. It fits comfortably. The size was also perfect for once. I can easily cycle with this for hours without my butt hurting. Just cool pants that do what they're supposed to do!,Zit lekker en fijn dat er een rits inzit.. Hij zit lekker. De maat was ook eens perfect. Ik kan hier met gemak uren mee fietsen zonder pijn mijn kont te krijgen. Gewoon een stoere broek die doet wat hij moet doen!,Biking,5,5,Bike Clothing,7.2179513,9.354539,13.015931,0.5888364,-0.985593
706,5707,5707,5707,OqXYnQ/1vg6jSwgWzwA63kqHRRw4A9ZTKF1g2At57/Q=,1,2,70.0,online,sale,MTB SHORT ST 100 H BLACK,M WARM HIKG AM,MTB BIKES AND E,1,16.99,OqXYnQ/1vg6jSwgWzwA63kqHRRw4A9ZTKF1g2At57/Q=,,Materiaal is soms niet zo goed. Rits blijft heel makkelijk vastzitten in de jas. Daarom doe ik dat heel voorzichtig. Hierdoor merk ik dat ik toch meer bij concurrenten ben gaan kijken. Daar heb ik nog geen enkele slechte ervaring bij. Step it up Decathlon!,3,2022-08-22 18:20:56,,,". Material is sometimes not that good. Zipper stays stuck very easily in the jacket. That's why I do it very carefully. As a result, I notice that I have started looking more at competitors. I haven't had a single bad experience with that yet. Step it up Decathlon!",. Materiaal is soms niet zo goed. Rits blijft heel makkelijk vastzitten in de jas. Daarom doe ik dat heel voorzichtig. Hierdoor merk ik dat ik toch meer bij concurrenten ben gaan kijken. Daar heb ik nog geen enkele slechte ervaring bij. Step it up Decathlon!,Biking,5,5,Bike Clothing,6.588644,9.243599,12.404658,1.3338584,-1.7160943
707,5708,5708,5708,X+VItj20JdtkZh/e7h4AyxhJenNXLLf3ZqdqCFgNnGA=,1,10,896.0,offline,sale,MTB UNDER SHORT ST 500 M,M WARM HIKG AM,MTB BIKES AND E,1,19.99,X+VItj20JdtkZh/e7h4AyxhJenNXLLf3ZqdqCFgNnGA=,Prima broek,Fijn,4,2023-06-27 10:09:09,,,Great pants. Fine,Prima broek. Fijn,Biking,5,5,Bike Clothing,7.216291,9.879417,13.169284,0.55742323,-0.5643318
708,5709,5709,5709,X+VItj20JdtkZh/e7h4AyxhJenNXLLf3ZqdqCFgNnGA=,1,10,896.0,offline,sale,MTB UNDER SHORT ST 500 M,M WARM HIKG AM,MTB BIKES AND E,1,19.99,X+VItj20JdtkZh/e7h4AyxhJenNXLLf3ZqdqCFgNnGA=,Mooie broek,Prima,4,2023-06-27 10:07:40,,,Nice pants. Fine,Mooie broek. Prima,Biking,5,5,Bike Clothing,7.2136426,9.874926,13.15405,0.5426966,-0.52121234
709,5710,5710,5710,X+VItj20JdtkZh/e7h4AyxhJenNXLLf3ZqdqCFgNnGA=,1,10,896.0,offline,sale,MTB UNDER SHORT ST 500 M,M WARM HIKG AM,MTB BIKES AND E,1,19.99,X+VItj20JdtkZh/e7h4AyxhJenNXLLf3ZqdqCFgNnGA=,Fijne fietsbroek,Prima,5,2023-06-27 10:08:18,,,Nice cycling pants. Fine,Fijne fietsbroek. Prima,Biking,5,5,Bike Clothing,7.124773,9.455481,13.402686,0.96514267,-0.68852276
710,5712,5712,5712,3isuRyybsGmmdbPpG2ZVvOhzNAmpzXmOg9BLVUAJ8vg=,1,2,70.0,online,sale,LS JERSEY MEN RC100 BLACK,GARM MID-SE RDM,ROAD BIKE AND E,1,19.99,3isuRyybsGmmdbPpG2ZVvOhzNAmpzXmOg9BLVUAJ8vg=,Fijn fietsshirt voor koude dagen,"Mooi shirt, goede pasvorm",5,2022-11-08 07:48:02,,,"Nice cycling shirt for cold days. Nice shirt, good fit","Fijn fietsshirt voor koude dagen. Mooi shirt, goede pasvorm",Biking,5,5,Bike Clothing,6.749086,9.896741,11.824273,2.178723,-1.2577333
711,5737,5737,5737,cKVvKRR9BAZO5nDNTT5AygLaGKs+lJ7hexX7mP8l3yA=,1,8,2095.0,offline,sale,BRAKE PADS TEKTRO A10GS PAIR,BRAKING MTB,AFTER SALE CYCL,2,15.98,cKVvKRR9BAZO5nDNTT5AygLaGKs+lJ7hexX7mP8l3yA=,,Eenvoudig in,4,2023-09-11 00:28:56,,,. Easy in,. Eenvoudig in,Biking,8,8,Store and Staff,10.3104725,7.1899137,8.430394,-3.8146405,2.6154761
712,5744,5744,5744,wTKUbSjPbjVDZfQcqPv21MG0vxuEzmkk/DUyHeGvOMI=,1,10,256.0,offline,sale,CITY EBIKE ELOPS 120E LF,ELEC URBAN BIKE,URBAN/FOLDING B,1,799.99,wTKUbSjPbjVDZfQcqPv21MG0vxuEzmkk/DUyHeGvOMI=,Prettig,"Prettig, maar iets groter frame zou bijdragen aan meer fietscomfort.",5,2023-07-26 17:37:47,,,"Nice. Nice, but slightly larger frame would contribute to more cycling comfort.","Prettig. Prettig, maar iets groter frame zou bijdragen aan meer fietscomfort.",Biking,7,7,Price-Quality Ratio,7.8447695,5.0159354,13.212225,-2.221495,-5.086918
713,5745,5745,5745,pKOmzM71A2XI0op7LMIJuUd+R2y/oM2NXAKacMTwUeU=,1,10,897.0,offline,sale,CITY BIKE HELMET 500 BLACK,URBAN HELMET,URBAN/FOLDING B,2,69.98,pKOmzM71A2XI0op7LMIJuUd+R2y/oM2NXAKacMTwUeU=,Fijne lichte helm  comfortabel en redelijk geprijs,"Fijne lichte helm, comfortabel en fedelijk geprijst.",4,2022-08-11 19:12:15,,,"Nice light helmet, comfortable and reasonably priced. Nice light helmet, comfortable and federally priced.","Fijne lichte helm  comfortabel en redelijk geprijs. Fijne lichte helm, comfortabel en fedelijk geprijst.",Biking,14,14,Biking Gear,5.114242,9.025107,10.8074,2.3361902,-3.781128
714,5752,5752,5752,rNCbglbxk08lHihFC2eatZ2XLptv2QGApwXpu4uWrQA=,2,2,70.0,online,sale,BRAKE PADS TEKTRO E10.11 PAIR,BRAKING MTB,AFTER SALE CYCL,2,15.98,rNCbglbxk08lHihFC2eatZ2XLptv2QGApwXpu4uWrQA=,Ik Ben heel te vreden.,NVT,5,2022-06-20 11:13:10,,,I am very satisfied.. N/A,Ik Ben heel te vreden.. NVT,Biking,8,8,Store and Staff,9.423543,7.3186073,7.374369,-2.7624414,3.50503
715,5753,5753,5753,OXPJGerrJnW4qp+rwHpWXkTzVDrUy4icDfzJF3N68yc=,1,10,1186.0,offline,sale,OVERPANT CITY 100,RAIN WEATH APP,URBAN/FOLDING B,1,19.99,OXPJGerrJnW4qp+rwHpWXkTzVDrUy4icDfzJF3N68yc=,"Effective, careful with size","After most of one winter, I can't fault the water/wind resistance or durability. I'd feel a bit more confident about durability if they were lined. Also, watch the size if ordering online - my waist is around 31-32 inches, but I have these in 34"""" as I generally wear them over jeans or similar.",4,2023-02-20 08:39:27,,,"Effective, careful with size. After most of one winter, I can't fault the water/wind resistance or durability. I'd feel a bit more confident about durability if they were lined. Also, watch the size if ordering online - my waist is around 31-32 inches, but I have these in 34"""" as I generally wear them over jeans or similar.","Effective, careful with size. After most of one winter, I can't fault the water/wind resistance or durability. I'd feel a bit more confident about durability if they were lined. Also, watch the size if ordering online - my waist is around 31-32 inches, but I have these in 34"""" as I generally wear them over jeans or similar.",Biking,5,5,Bike Clothing,6.841077,9.595666,13.217102,0.9537263,-1.0338973
716,5831,5831,5831,nQri8SxAMiS7XymadsnP0DZd2bH3MiMb7xF1CpZKKjU=,1,10,346.0,offline,sale,BUSINESS BAG 500 1X15L V2 BLACK,LUGGAGE,BIKE ACCESSORIE,1,44.99,nQri8SxAMiS7XymadsnP0DZd2bH3MiMb7xF1CpZKKjU=,Goede fietstas,Makkelijk te bevestigen en los te halen,5,2022-05-28 08:56:08,,,Good bicycle bag. Easy to attach and remove,Goede fietstas. Makkelijk te bevestigen en los te halen,Biking,15,15,Biking Gear,6.766261,6.703129,12.627051,-0.497605,-3.834355
717,5832,5832,5832,GKqJnWAtYJUGAbfnAzY62n2Vl9N+ynDWj+I3bkd/U1U=,1,2,70.0,online,sale,CYCLING BOTTLE ISOTHERME 450ML,BOTTLE/CAGE,BIKE ACCESSORIE,2,11.98,GKqJnWAtYJUGAbfnAzY62n2Vl9N+ynDWj+I3bkd/U1U=,Lekt niet,"Deze bidon lekt niet, enige kleine minpunt is dat de binnenfles makkelijk meedraait als je de dop er afdraait",4,2022-09-11 13:18:46,,,"Doesn't leak. This bottle does not leak, the only minor downside is that the inner bottle turns easily when you unscrew the cap","Lekt niet. Deze bidon lekt niet, enige kleine minpunt is dat de binnenfles makkelijk meedraait als je de dop er afdraait",Biking,15,15,Biking Gear,6.279714,6.907317,11.256116,0.6643625,-4.0908527
718,5858,5858,5858,Z1lTdov7+i1cPvLyIJDNN3YcbA5DXJ5P9AHmX+w6OEk=,1,8,2226.0,offline,sale,RUN RIDE 520 CRUISER,CHILDS FIRST,KID CYCLING AND,1,54.99,Z1lTdov7+i1cPvLyIJDNN3YcbA5DXJ5P9AHmX+w6OEk=,,Goed! Mooi,5,2022-07-28 20:37:31,,,. Good! Nice,. Goed! Mooi,Biking,16,16,Good Product,6.527536,3.4436262,4.688941,-1.2339892,11.292245
719,5859,5859,5859,Z1lTdov7+i1cPvLyIJDNN3YcbA5DXJ5P9AHmX+w6OEk=,1,8,2226.0,offline,sale,RUN RIDE 520 CRUISER,CHILDS FIRST,KID CYCLING AND,1,54.99,Z1lTdov7+i1cPvLyIJDNN3YcbA5DXJ5P9AHmX+w6OEk=,,Mooi,5,2022-07-28 20:37:32,,,. Nice,. Mooi,Biking,4,4,Good product,10.258097,-9.899876,0.50054777,0.034290846,17.35752
720,5860,5860,5860,FVJjDlX1GtzFhHUdqtFjZJzdCeB7jt7p7Z4OXGRDKJc=,1,8,1089.0,offline,sale,"24"""" ST 500 YELLOW",JR MTB BIKES,KID CYCLING AND,1,229.99,FVJjDlX1GtzFhHUdqtFjZJzdCeB7jt7p7Z4OXGRDKJc=,,Goed assortiment. Vakkundig personeel en klantvriendelijk,5,2022-09-03 12:32:56,,,. Good range. Professional staff and customer friendly,. Goed assortiment. Vakkundig personeel en klantvriendelijk,Biking,11,11,Store and Staff,11.942315,7.302244,9.263495,-5.6678467,2.1849284
721,5861,5861,5861,sRvTxfBQ0sIxpAd1JBo88Jp3U9PV5zs0ShPH/w1JelE=,1,10,1088.0,offline,sale,"TRAINING WHEELS 100 16""""",KIDS LEARN ACC,KID CYCLING AND,1,13.99,sRvTxfBQ0sIxpAd1JBo88Jp3U9PV5zs0ShPH/w1JelE=,,Mijn wandelschoenen zitten perfect. Mijn kleinzoon van 3 heeft een mooi fietsje  PRIMA,5,2023-03-27 11:19:41,,,. My walking shoes fit perfectly. My 3-year-old grandson has a nice PRIMA bicycle,. Mijn wandelschoenen zitten perfect. Mijn kleinzoon van 3 heeft een mooi fietsje  PRIMA,Biking,5,5,Bike Clothing,8.501737,9.301378,13.079409,-0.19402711,-0.13719176
722,5863,5863,5863,2sSrQC4yooo4XlcabN1U3pDowl8oVZ7wdsGXnBxnVdY=,1,2,70.0,online,sale,MTB JACKET ST900 BLACK WOMEN,COLD HIKG W,MTB BIKES AND E,1,44.99,2sSrQC4yooo4XlcabN1U3pDowl8oVZ7wdsGXnBxnVdY=,Top Jack voor deze prijs,Nog maar 1 x gedragen tijdens een MTB tocht rond het vriespunt. Heerlijk warm en aan veel praktische zaken gedacht zoals de opening om je horloge te zien.,4,2023-01-02 19:32:50,,,"Top Jacket for this price. Only worn once during an MTB tour around freezing. Wonderfully warm and many practical matters have been taken into account, such as the opening to view your watch.",Top Jack voor deze prijs. Nog maar 1 x gedragen tijdens een MTB tocht rond het vriespunt. Heerlijk warm en aan veel praktische zaken gedacht zoals de opening om je horloge te zien.,Biking,5,5,Bike Clothing,6.2617784,9.3003025,12.173346,1.4955494,-2.0289261
723,5864,5864,5864,wsc8ubVDezmtRNQoXv63f7QbCSWq/katirGsj1aM9Aw=,1,10,1088.0,offline,sale,"MTB ST 120 GREY ORANGE 27,5""""",AD HIKG BIKES,MTB BIKES AND E,1,339.99,wsc8ubVDezmtRNQoXv63f7QbCSWq/katirGsj1aM9Aw=,Banden pas niet in fietsenstalling :see_no_evil::see_no_evil::see_no_evil::see_no_evil::see_no_evil:,Verder fiets is uitstekend,4,2023-08-13 21:38:19,,,"Tires do not fit in bicycle shed :see_no_evil::see_no_evil::see_no_evil::see_no_evil::see_no_evil:. Furthermore, the bike is excellent",Banden pas niet in fietsenstalling :see_no_evil::see_no_evil::see_no_evil::see_no_evil::see_no_evil:. Verder fiets is uitstekend,Biking,7,7,Price-Quality Ratio,7.8103867,5.6123424,15.181718,-0.9957861,-6.2358894
724,5865,5865,5865,wsc8ubVDezmtRNQoXv63f7QbCSWq/katirGsj1aM9Aw=,1,10,1088.0,offline,sale,"MTB ST 120 GREY ORANGE 27,5""""",AD HIKG BIKES,MTB BIKES AND E,1,339.99,wsc8ubVDezmtRNQoXv63f7QbCSWq/katirGsj1aM9Aw=,,Vriendelijke,3,2023-07-26 07:10:42,,,. Friendly,. Vriendelijke,Biking,1,1,Store and Staff,11.658658,7.095023,7.3754234,-5.247156,3.5453641
725,5895,5895,5895,02kmLoNGFW4Lc3pNMOpxMgh4jliic84030YJtgJQO0M=,1,5,70.0,online,sale,MTB FRONT LITE FENDER BLACK,MTB MUDGUARDS,BIKE ACCESSORIE,1,2.99,02kmLoNGFW4Lc3pNMOpxMgh4jliic84030YJtgJQO0M=,Good,"Nice bulky tires, a little heavy but they are strong and thick tires.",5,2022-11-07 18:12:05,,,"Good. Nice bulky tires, a little heavy but they are strong and thick tires.","Good. Nice bulky tires, a little heavy but they are strong and thick tires.",Biking,7,7,Price-Quality Ratio,7.764163,5.6178284,15.2058735,-0.9312136,-6.238068
726,5896,5896,5896,RAWxUy7bTliVJG1kbcXGbqxZ303PflORR0OXpIu2tOc=,2,1,70.0,online,sale,DYNAMIC S  700X23 X2 RED,ROAD BIKE TYRES,TYRES/SPARE/CAR,1,23.99,RAWxUy7bTliVJG1kbcXGbqxZ303PflORR0OXpIu2tOc=,,"Kan alleen op laptop producten selecteren, telefoon werkt niet goed. Voor de rest prima service",5,2022-04-04 12:43:25,,,". Can only select products on laptop, phone does not work properly. Otherwise excellent service",". Kan alleen op laptop producten selecteren, telefoon werkt niet goed. Voor de rest prima service",Biking,9,9,Delivery,10.428209,8.021757,9.063213,-3.8323,0.97034967
727,5897,5897,5897,u6SCIimpmTMcVNfHroHgmZijm0WQ9eiPLUSH5YurU5Y=,1,10,346.0,offline,sale,NEW ALL IN ONE 300 ML Z1,BIK MAINTE TOOL,TYRES/SPARE/CAR,1,7.99,u6SCIimpmTMcVNfHroHgmZijm0WQ9eiPLUSH5YurU5Y=,,Een goede winkel,5,2023-10-09 08:18:52,,,. A good store,. Een goede winkel,Biking,11,11,Store and Staff,12.822894,8.0884905,10.238258,-6.490926,0.52004373
728,5898,5898,5898,85wyh7w6e2ufuJIs4NNOxEliSbURAywvTvZ1Z/GlANg=,1,10,896.0,offline,sale,"29X1,9-2,5 P48",BIKE INNER TUBE,TYRES/SPARE/CAR,1,2.89,85wyh7w6e2ufuJIs4NNOxEliSbURAywvTvZ1Z/GlANg=,,,4,2022-02-22 13:10:48,,,,. ,Biking,2,2,Unknown,-14.145511,4.8528805,14.71616,25.31821,1.1448222
729,5899,5899,5899,3VUouoI1eTudSPlVrFg9KRQ0OuB1xJB0Q30X3W3xYuU=,1,2,70.0,online,sale,ERGO FIT 500 SADDLE COVER XL,BIKE SADDLES,TYRES/SPARE/CAR,1,8.99,3VUouoI1eTudSPlVrFg9KRQ0OuB1xJB0Q30X3W3xYuU=,Toppie,Heerlijke tochten door Nederland gefietst met dit zadeldekje geen pijn in je kont,5,2022-08-12 20:38:09,,,"Great. Wonderful tours through the Netherlands with this saddle cover, no pain in your butt",Toppie. Heerlijke tochten door Nederland gefietst met dit zadeldekje geen pijn in je kont,Biking,15,15,Biking Gear,7.041675,7.6647596,13.811822,-0.7175183,-2.7942836
730,5900,5900,5900,b9peO9j8/+YUDwhpqbNHojynh02HmkFjhr1rucP7pPk=,1,10,1161.0,offline,sale,"20"""" BMX 2.1",KIDS BIKE TYRES,TYRES/SPARE/CAR,2,25.98,b9peO9j8/+YUDwhpqbNHojynh02HmkFjhr1rucP7pPk=,,Over de telefoon willen ze snel van je af,3,2022-06-29 13:03:21,,,. They want to get rid of you quickly over the phone,. Over de telefoon willen ze snel van je af,Biking,8,8,Store and Staff,10.896882,8.03916,8.088064,-4.2395606,2.6392486
731,5901,5901,5901,IsBLzykhhm5W9/RWUPvNvBTeYPvyRcMRBLgsd6wE9ZM=,1,10,2678.0,offline,sale,GLUE FOR PATCH X2,BIKE INNER TUBE,TYRES/SPARE/CAR,1,1.99,IsBLzykhhm5W9/RWUPvNvBTeYPvyRcMRBLgsd6wE9ZM=,,"Klijn maar fijn.Bedank,Bart",5,2022-11-02 10:04:10,,,". Just look nice. Thanks, Bart",". Klijn maar fijn.Bedank,Bart",Biking,1,1,Store and Staff,11.130001,7.021336,7.2572346,-4.539616,3.8789973
