,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics,topic_name,x,y,z,x1,y1
357,4057,4057,4057,P721npve9ai3KFCvVgYt+XTv7K8UIH6wNI4dI6CPC1k=,1,10,1185.0,offline,sale,GOGGLES 500 SPIRIT S MIRROR ORANGEBLUE**,GOGGLES MASKS,SWIMMING AQUAGY,1,17.99,P721npve9ai3KFCvVgYt+XTv7K8UIH6wNI4dI6CPC1k=,,Vriendelijk en deskundig geholpen,5,2022-10-29 15:39:16,,,. Friendly and expert help,. Vriendelijk en deskundig geholpen,Water Sports,0,Store Service Staff,9.75571,-3.8909853,7.9416122,9.743945,3.592073
358,4058,4058,4058,pZBTrsKoUEzYQO9zsfMjraM/W7ZYKyLWC1YVEvxmJD4=,1,10,664.0,offline,sale,1P 100 PEARL BLACK**,W'S SWIMSUITS,SWIMMING AQUAGY,1,29.99,pZBTrsKoUEzYQO9zsfMjraM/W7ZYKyLWC1YVEvxmJD4=,Lo que esperaba,Todo bien,5,2023-09-08 09:46:54,,,What I expected. All good,Lo que esperaba. Todo bien,Water Sports,2,Size-Fit Evaluation,10.0331335,-1.4422369,8.6081085,12.218039,4.573594
359,4108,4108,4108,sGB6Kd4xHM1Y9Mc2uEE8AQm8HpzPIbJEI6TOt4CR+F4=,1,10,897.0,offline,sale,NINA KEYSHOT FLOWY_YELLOW,WM BEG SSUIT,SURF BODYBOARD,1,5.99,sGB6Kd4xHM1Y9Mc2uEE8AQm8HpzPIbJEI6TOt4CR+F4=,Prima bikiniboekje voor scherpe prijs,Broekje heeft een vrolijke motiefje en past goed. Stof voelt goed aan. Nog niet mee gezwommen en ook nog niet gewassen. Weet dus niet of de kleuren lang mooi blijven.,4,2023-06-16 09:34:18,,,Excellent bikini book for a competitive price. The pants have a cheerful motif and fit well. Fabric feels good. Haven't swum with it yet and haven't washed it yet. So I don't know if the colors will last long.,Prima bikiniboekje voor scherpe prijs. Broekje heeft een vrolijke motiefje en past goed. Stof voelt goed aan. Nog niet mee gezwommen en ook nog niet gewassen. Weet dus niet of de kleuren lang mooi blijven.,Water Sports,0,Store Service Staff,7.358446,2.069497,14.442975,12.7107,-6.9692783
360,4109,4109,4109,sGB6Kd4xHM1Y9Mc2uEE8AQm8HpzPIbJEI6TOt4CR+F4=,1,10,897.0,offline,sale,NINA KEYSHOT FLOWY_YELLOW,WM BEG SSUIT,SURF BODYBOARD,1,5.99,sGB6Kd4xHM1Y9Mc2uEE8AQm8HpzPIbJEI6TOt4CR+F4=,Prima bikiniboekje voor scherpe prijs,Broekje heeft een vrolijke motiefje en past goed. Stof voelt goed aan. Nog niet mee gezwommen en ook nog niet gewassen. Weet dus niet of de kleuren lang mooi blijven.,4,2023-06-16 09:34:15,,,Excellent bikini book for a competitive price. The pants have a cheerful motif and fit well. Fabric feels good. Haven't swum with it yet and haven't washed it yet. So I don't know if the colors will last long.,Prima bikiniboekje voor scherpe prijs. Broekje heeft een vrolijke motiefje en past goed. Stof voelt goed aan. Nog niet mee gezwommen en ook nog niet gewassen. Weet dus niet of de kleuren lang mooi blijven.,Water Sports,0,Store Service Staff,7.34177,2.1073182,14.4161625,12.733394,-6.972697
361,4110,4110,4110,sGB6Kd4xHM1Y9Mc2uEE8AQm8HpzPIbJEI6TOt4CR+F4=,1,10,897.0,offline,sale,NINA KEYSHOT FLOWY_YELLOW,WM BEG SSUIT,SURF BODYBOARD,1,5.99,sGB6Kd4xHM1Y9Mc2uEE8AQm8HpzPIbJEI6TOt4CR+F4=,Prima bikinitopje voor scherpe prijs,Topje heeft een vrolijke motiefje en past goed. Ik heb cupmaat 75-C en nu maat xl gekocht. Stof voelt goed aan. Nog niet mee gezwommen en ook nog niet gewassen. Weet dus niet of de kleuren lang mooi blijven.,4,2023-06-14 19:03:00,,,Great bikini top for a competitive price. Top has a cheerful motif and fits well. I have cup size 75-C and now bought size XL. Fabric feels good. Haven't swum with it yet and haven't washed it yet. So I don't know if the colors will last long.,Prima bikinitopje voor scherpe prijs. Topje heeft een vrolijke motiefje en past goed. Ik heb cupmaat 75-C en nu maat xl gekocht. Stof voelt goed aan. Nog niet mee gezwommen en ook nog niet gewassen. Weet dus niet of de kleuren lang mooi blijven.,Water Sports,4,Price-Quality Evaluation,7.34813,2.117478,14.429426,12.753294,-6.9500804
362,4111,4111,4111,sGB6Kd4xHM1Y9Mc2uEE8AQm8HpzPIbJEI6TOt4CR+F4=,1,10,897.0,offline,sale,NINA KEYSHOT FLOWY_YELLOW,WM BEG SSUIT,SURF BODYBOARD,1,5.99,sGB6Kd4xHM1Y9Mc2uEE8AQm8HpzPIbJEI6TOt4CR+F4=,Prima bikinitopje voor scherpe prijs,Topje heeft een vrolijke motiefje en past goed. Ik heb cupmaat 75-C en nu maat xl gekocht. Stof voelt goed aan. Nog niet mee gezwommen en ook nog niet gewassen. Weet dus niet of de kleuren lang mooi blijven.,4,2023-06-14 19:03:22,,,Great bikini top for a competitive price. Top has a cheerful motif and fits well. I have cup size 75-C and now bought size XL. Fabric feels good. Haven't swum with it yet and haven't washed it yet. So I don't know if the colors will last long.,Prima bikinitopje voor scherpe prijs. Topje heeft een vrolijke motiefje en past goed. Ik heb cupmaat 75-C en nu maat xl gekocht. Stof voelt goed aan. Nog niet mee gezwommen en ook nog niet gewassen. Weet dus niet of de kleuren lang mooi blijven.,Water Sports,4,Price-Quality Evaluation,7.351134,2.107687,14.428596,12.759382,-6.9664607
363,4112,4112,4112,sGB6Kd4xHM1Y9Mc2uEE8AQm8HpzPIbJEI6TOt4CR+F4=,1,10,897.0,offline,sale,NINA KEYSHOT FLOWY_YELLOW,WM BEG SSUIT,SURF BODYBOARD,1,5.99,sGB6Kd4xHM1Y9Mc2uEE8AQm8HpzPIbJEI6TOt4CR+F4=,komt overeen met mijn verwachtingen,Ik heb al vaker dit soort topjes gekocht bij deze winkel. Voldoet aan verwachting en vind de prijs ook aantrekkelijk.,5,2023-06-14 19:10:07,,,corresponds to my expectations. I have bought these types of tops from this store before. Meets expectations and also finds the price attractive.,komt overeen met mijn verwachtingen. Ik heb al vaker dit soort topjes gekocht bij deze winkel. Voldoet aan verwachting en vind de prijs ook aantrekkelijk.,Water Sports,5,General Products,8.279551,-2.6766984,10.237418,9.287818,-0.07800548
364,4113,4113,4113,s0FFgQMK0G+qOTndwZX4RuZCg9K7nnaILraf/epDzO0=,1,10,1088.0,offline,sale,TO 120 M FLO BLACK,MEN'S FOOTW,SURF BODYBOARD,1,1.99,s0FFgQMK0G+qOTndwZX4RuZCg9K7nnaILraf/epDzO0=,Fijne badslippers,"De badslippers zijn prima voor zowel binnen als buiten, zeer comfortabel en drogen snel. Wij kopen altijd deze slippers voor de hele familie. De maat past ook goed.",5,2022-10-04 22:10:52,,,"Nice bath slippers. The bath slippers are great for both indoors and outdoors, very comfortable and dry quickly. We always buy these slippers for the whole family. The size also fits well.","Fijne badslippers. De badslippers zijn prima voor zowel binnen als buiten, zeer comfortabel en drogen snel. Wij kopen altijd deze slippers voor de hele familie. De maat past ook goed.",Water Sports,3,Water Sports Gear,7.5028563,-2.0711904,13.935252,8.168923,-5.9541297
365,4114,4114,4114,s0FFgQMK0G+qOTndwZX4RuZCg9K7nnaILraf/epDzO0=,1,10,1088.0,offline,sale,TO 120 M FLO BLACK,MEN'S FOOTW,SURF BODYBOARD,1,1.99,s0FFgQMK0G+qOTndwZX4RuZCg9K7nnaILraf/epDzO0=,"Handige, sterke en leuke slippers","Handige slippers voor in het zwembad, op het strand of gewoon thuis. Ze zijn sterk en gaan lang mee.",5,2023-01-27 22:33:40,,,"Handy, strong and fun slippers. Handy slippers for the pool, the beach or just at home. They are strong and last a long time.","Handige, sterke en leuke slippers. Handige slippers voor in het zwembad, op het strand of gewoon thuis. Ze zijn sterk en gaan lang mee.",Water Sports,3,Water Sports Gear,7.5550575,-2.036624,13.904988,8.2361,-5.915973
366,4115,4115,4115,vUBUaZU6XVwCoZjyXaNpymcO9xev1of/0dGW9/JVltM=,1,2,70.0,online,sale,TOP BRA ZOE GIRL100 MIKI A08A A08A,GIRL'S SWIMSUIT,SURF BODYBOARD,1,2.99,vUBUaZU6XVwCoZjyXaNpymcO9xev1of/0dGW9/JVltM=,,Goede producten leuke prijzen. Product goed verzonden levertijd goed.,4,2023-03-30 16:18:45,,,". Good products nice prices. Product shipped well, delivery time good.",. Goede producten leuke prijzen. Product goed verzonden levertijd goed.,Water Sports,3,Water Sports Gear,7.5032086,-2.3805006,9.233175,11.277488,0.8097417
367,4116,4116,4116,6Gift/ivqV/cIxgpCfQntTOI8aQ6VdTda+0elPY6K+4=,1,2,70.0,online,sale,PON 100 BLUE,TOWEL PONCHO,SURF BODYBOARD,2,19.98,6Gift/ivqV/cIxgpCfQntTOI8aQ6VdTda+0elPY6K+4=,Ideaal,Ideaal voor na het duiken. Minder koud met omkleden,5,2022-11-09 18:31:07,,,Ideal. Ideal for after diving. Less cold when changing clothes,Ideaal. Ideaal voor na het duiken. Minder koud met omkleden,Water Sports,4,Price-Quality Evaluation,8.558901,1.1444708,12.739959,10.83244,-4.6492114
368,4189,4189,4189,gB2bz3MS8ehdL5Qyq9oUWjxuUQTQPN94ocUdIvZ9pXQ=,1,10,2093.0,offline,sale,FIN FF 100 BLACK,SNORKELING DIVI,SNORKELING SCUB,1,11.99,gB2bz3MS8ehdL5Qyq9oUWjxuUQTQPN94ocUdIvZ9pXQ=,,Gewoon goeie winkel,5,2023-04-04 12:33:36,,,. Just good shop,. Gewoon goeie winkel,Water Sports,0,Store Service Staff,8.794376,-5.774882,9.431392,7.4291673,2.4843254
369,4190,4190,4190,1nO4MebXd4Ogf4B3y/RWrcI7cNGK5uMg5PbBJqq4dKo=,1,2,70.0,online,sale,GLOVES NEOPRENE 2 MM BLACK,SCD GBS 2 MM,SNORKELING SCUB,3,41.97,1nO4MebXd4Ogf4B3y/RWrcI7cNGK5uMg5PbBJqq4dKo=,Perfect,Niet te dun niet te dik. Handen droog en warm. Problemen opgelost. Niks meer aan doen.,5,2022-03-09 01:30:57,,,"Perfect. Not too thin, not too thick. Hands dry and warm. Problems solved. Don't do anything about it anymore.",Perfect. Niet te dun niet te dik. Handen droog en warm. Problemen opgelost. Niks meer aan doen.,Water Sports,1,Swimwear,9.447862,0.64232725,11.789831,12.353564,-2.6834853
370,4191,4191,4191,tjEq6laBXd8MFrNlEUkpeHDxxcjqPBg4b9zp1i+q3S8=,1,1,70.0,online,sale,MASK EASYBREATH 540 FT CAMO PURPLE,"EASYBREATH, ACC",SNORKELING SCUB,1,29.99,tjEq6laBXd8MFrNlEUkpeHDxxcjqPBg4b9zp1i+q3S8=,was een kado voor een ander,geen,4,2023-08-21 22:59:44,,,was a gift for someone else. no,was een kado voor een ander. geen,Water Sports,3,Water Sports Gear,8.291378,-2.174906,8.504235,11.085578,2.2283854
371,4192,4192,4192,tjEq6laBXd8MFrNlEUkpeHDxxcjqPBg4b9zp1i+q3S8=,1,1,70.0,online,sale,MASK EASYBREATH 540 FT CAMO PURPLE,"EASYBREATH, ACC",SNORKELING SCUB,1,29.99,tjEq6laBXd8MFrNlEUkpeHDxxcjqPBg4b9zp1i+q3S8=,was een kado voor een ander,Geen,4,2023-08-21 22:58:04,,,was a gift for someone else. No,was een kado voor een ander. Geen,Water Sports,3,Water Sports Gear,8.2850275,-2.1779366,8.513708,11.042432,2.2140102
372,4198,4198,4198,v4Z+5ol1aDRRZagqfHRqQcb/g9anFHBiGn9Idvd/rwY=,1,2,70.0,online,sale,SWIM GLOVE,OPENWATER SWIM,SWIMMING AQUAGY,1,24.99,v4Z+5ol1aDRRZagqfHRqQcb/g9anFHBiGn9Idvd/rwY=,Geweldig,In koud zwemwater voldoen de handschoenen uitstekend,5,2022-12-23 09:08:10,,,Awesome. The gloves perform well in cold swimming water,Geweldig. In koud zwemwater voldoen de handschoenen uitstekend,Water Sports,0,Store Service Staff,7.9573574,-0.5884175,13.757559,9.729462,-5.189533
373,4199,4199,4199,7zciED21T4hCs2SpWcB+ATYFz7/qnJAYNUbTZlSak/M=,1,10,346.0,offline,sale,1P 100 PA KAIPEARL TRIKI MIPY*,W'S SWIMSUITS,SWIMMING AQUAGY,1,24.99,7zciED21T4hCs2SpWcB+ATYFz7/qnJAYNUbTZlSak/M=,Goede zonnebril,Sluit goed aan. Wat fijn is in de auto,5,2023-01-18 23:47:39,,,Good sunglasses. Fits well. Which is nice in the car,Goede zonnebril. Sluit goed aan. Wat fijn is in de auto,Water Sports,1,Swimwear,10.305208,-0.17487587,15.6044445,7.0284996,-4.520745
374,4200,4200,4200,7zciED21T4hCs2SpWcB+ATYFz7/qnJAYNUbTZlSak/M=,1,10,346.0,offline,sale,1P 100 PA KAIPEARL TRIKI MIPY*,W'S SWIMSUITS,SWIMMING AQUAGY,1,24.99,7zciED21T4hCs2SpWcB+ATYFz7/qnJAYNUbTZlSak/M=,Mooi badpak,Zit lekker en leuk design.,5,2023-01-18 23:48:27,,,Beautiful swimsuit. Comfortable and nice design.,Mooi badpak. Zit lekker en leuk design.,Water Sports,2,Size-Fit Evaluation,7.522614,1.5085764,14.836246,12.07257,-6.945073
375,4201,4201,4201,YZfbTr/Kig9q17CPjWRnSnfPuEOSXD91jkfTnee5+ZM=,1,10,346.0,offline,sale,ARMBANDS 100 11-30KG PANDA GREEN,AQUALEARN ACC.,SWIMMING AQUAGY,1,3.99,YZfbTr/Kig9q17CPjWRnSnfPuEOSXD91jkfTnee5+ZM=,,Leuke winkel,4,2022-07-07 16:44:23,,,. Nice shop,. Leuke winkel,Water Sports,0,Store Service Staff,8.826037,-5.7470913,9.399583,7.431831,2.4813309
376,4202,4202,4202,4L3CRYyA4rUJTA/EKjGKt3qM/3xQe2NBuh2KZdwbxN8=,1,10,2013.0,offline,sale,MID JAMMER 500 YOKO TRAO BLACK**,M'S SWIMSUITS,SWIMMING AQUAGY,1,17.99,4L3CRYyA4rUJTA/EKjGKt3qM/3xQe2NBuh2KZdwbxN8=,,Voldoende keus voor strakke zwembroek heren. Maten vallen wel kleiner.  Voldoende pashokjes. Warmte in de winkel was niet fijn.,4,2023-07-16 08:39:54,,,. Sufficient choice for tight swimming trunks for men. Sizes do run smaller. Sufficient fitting rooms. Heat in the store was not nice.,. Voldoende keus voor strakke zwembroek heren. Maten vallen wel kleiner.  Voldoende pashokjes. Warmte in de winkel was niet fijn.,Water Sports,4,Price-Quality Evaluation,5.287024,1.4213146,14.252245,11.13178,7.8270426
377,4203,4203,4203,0dn5uNho23uV1ck0SmWcyeyC4ctctMYMdByZkmDvnk8=,1,1,70.0,online,sale,MF COMPACT XL TOWEL BLUE PETROL*,TOWELS,SWIMMING AQUAGY,1,9.99,0dn5uNho23uV1ck0SmWcyeyC4ctctMYMdByZkmDvnk8=,,Fijne (web) winkel.Soms is de site wat traag. Levering is niet binnen een dag echter soms eerder dan de 3-5 dagen die aangegeven worden. Dat is prettig. Prima kwaliteit-prijs verhouding.,4,2022-06-30 08:54:25,,,". Nice (web) store. Sometimes the site is a bit slow. Delivery is not within a day, but sometimes earlier than the 3-5 days indicated. That's nice. Excellent quality-price ratio.",. Fijne (web) winkel.Soms is de site wat traag. Levering is niet binnen een dag echter soms eerder dan de 3-5 dagen die aangegeven worden. Dat is prettig. Prima kwaliteit-prijs verhouding.,Water Sports,3,Water Sports Gear,7.483611,-2.7218525,9.090663,11.210357,1.1076375
378,4248,4248,4248,h2wgkVRrG2mOyw2Y/Q0DdeBW/2fstI1xpUIo9MxKpmM=,1,10,664.0,offline,sale,BSHORT BS100L ECO SYMBOL BLACK,MEN'S BS BEGIN,SURF BODYBOARD,1,9.99,h2wgkVRrG2mOyw2Y/Q0DdeBW/2fstI1xpUIo9MxKpmM=,,Mijn man en ik konden niemand vinden om ons te woord. Timing was niet goed aangezien bijna iedereen bezig was met binnen gekomen artikelen uit te pakken.,3,2023-10-23 14:33:25,,,. My husband and I couldn't find anyone to speak to us. Timing was not good as almost everyone was busy unpacking items that had arrived.,. Mijn man en ik konden niemand vinden om ons te woord. Timing was niet goed aangezien bijna iedereen bezig was met binnen gekomen artikelen uit te pakken.,Water Sports,6,Delivery Speed,8.672342,-3.7003784,8.137785,10.2458,2.7065437
379,4249,4249,4249,6dJA20whKcQNS1X0cEAr8rtrnJSIPp9yDY1+3PYgTmQ=,1,2,70.0,online,sale,BS 150 KID BOY VAN BLACK,BOY'S BOARDSHT,SURF BODYBOARD,1,6.99,6dJA20whKcQNS1X0cEAr8rtrnJSIPp9yDY1+3PYgTmQ=,,Levertijd eerder dan aangegeven,4,2022-08-03 20:11:46,,,. Delivery time earlier than indicated,. Levertijd eerder dan aangegeven,Water Sports,6,Delivery Speed,6.938716,-2.6367173,8.010241,12.104017,2.0057025
380,4325,4325,4325,AlxjZvlqTYtDNNKIVrAfxvlBVvXdLe88cULo8TpTlxM=,1,2,70.0,online,sale,JACKET SAILING 100 M NAVY,M SAIL JACKETS,SAILING WINDSUR,1,29.99,AlxjZvlqTYtDNNKIVrAfxvlBVvXdLe88cULo8TpTlxM=,,Exact datgene wat ik zocht gevonden online bij Decathlon.Makkelijke betaling en snelle levering.,5,2022-08-31 09:04:57,,,. Exactly what I was looking for found online at Decathlon. Easy payment and fast delivery.,. Exact datgene wat ik zocht gevonden online bij Decathlon.Makkelijke betaling en snelle levering.,Water Sports,0,Store Service Staff,6.4134026,-0.46084237,7.140554,14.614405,0.8089208
381,4330,4330,4330,4SCmwsWZVprGqKFXoDyom4qtw1ASYrtEhdKb61z7WvI=,1,10,2013.0,offline,sale,AQUASHOES 120 AD BLACK,SNK AQUASHOES,SNORKELING SCUB,1,12.99,4SCmwsWZVprGqKFXoDyom4qtw1ASYrtEhdKb61z7WvI=,,"Perfect geregeld, en snelle bezorging",5,2023-03-10 12:39:36,,,. Perfectly arranged and fast delivery,". Perfect geregeld, en snelle bezorging",Water Sports,6,Delivery Speed,6.722139,-2.3330405,8.769538,12.283007,1.2194641
382,4335,4335,4335,XyBXH9OZyliwHzS9XLNRhFiCOodMkdi1odSjkyLGGdo=,1,10,2093.0,offline,sale,PULL BUOY 500 M BLACK YELLOW,SWIM MATERIAL,SWIMMING AQUAGY,1,5.99,XyBXH9OZyliwHzS9XLNRhFiCOodMkdi1odSjkyLGGdo=,"prima bril, maar gewoon niet waterdicht","Aangezien deze bril als bestseller werd aangeprezen verwachte ik gewoon een goede bril. Ik heb meerdere keren met deze bril gezwommen, maar het is maar enkele keren gelukt hem waterdicht op m'n hoofd te plaatsen. Als ik dit vergelijk met een vergelijkbaar speedo model van meer dan een jaar oud, dan doet de speedo het beter dan de nieuwe Arena. Ik zou dit product de volgende keer niet meer kopen",2,2023-02-01 09:02:00,,,"great glasses, but just not waterproof. Since these glasses were touted as a bestseller, I just expected good glasses. I have swam with these goggles several times, but only a few times have I managed to place them on my head in a watertight manner. If I compare this with a comparable speedo model that is more than a year old, the speedo performs better than the new Arena. I would not buy this product again next time","prima bril, maar gewoon niet waterdicht. Aangezien deze bril als bestseller werd aangeprezen verwachte ik gewoon een goede bril. Ik heb meerdere keren met deze bril gezwommen, maar het is maar enkele keren gelukt hem waterdicht op m'n hoofd te plaatsen. Als ik dit vergelijk met een vergelijkbaar speedo model van meer dan een jaar oud, dan doet de speedo het beter dan de nieuwe Arena. Ik zou dit product de volgende keer niet meer kopen",Water Sports,1,Swimwear,10.027364,0.050400786,15.1931305,7.5372896,-4.502533
383,4336,4336,4336,o7fk1grfY9eMnUQL5mvXIm2ErdlZi2vo2RQE/ewJClU=,1,10,1570.0,offline,sale,GOGGLES 500 SPIRIT L SMOKE BLACK RED,GOGGLES MASKS,SWIMMING AQUAGY,1,16.99,o7fk1grfY9eMnUQL5mvXIm2ErdlZi2vo2RQE/ewJClU=,,Het aanwezige personeel was zeer ter zake kundig en ook bereid om te helpen.,5,2023-04-04 10:03:15,,,. The staff present was very knowledgeable and willing to help.,. Het aanwezige personeel was zeer ter zake kundig en ook bereid om te helpen.,Water Sports,0,Store Service Staff,9.7732725,-4.114778,7.8367414,9.430682,3.6370084
384,4337,4337,4337,on/D/iQFfgtHVZwvRVj34eRussKafo7MDQtYplL/m8k=,1,10,1186.0,offline,sale,1P 100 HEVA LI BLACK CORAIL*,W'S SWIMSUITS,SWIMMING AQUAGY,1,14.99,on/D/iQFfgtHVZwvRVj34eRussKafo7MDQtYplL/m8k=,,"was erg druk bij kleedkamers, voor de rest prima geslaagd!",5,2022-08-02 17:07:46,,,". was very busy in the changing rooms, otherwise it was a great success!",". was erg druk bij kleedkamers, voor de rest prima geslaagd!",Water Sports,0,Store Service Staff,8.922248,-4.3373384,8.417591,9.442246,2.6822858
385,4338,4338,4338,YUMxW5046mwq9NWeQerHszasGqDHuCpKE2RZWmMBv1M=,1,10,1161.0,offline,sale,1P 100 KAIPEARL NEW BLACK**,W'S SWIMSUITS,SWIMMING AQUAGY,1,29.99,YUMxW5046mwq9NWeQerHszasGqDHuCpKE2RZWmMBv1M=,,Slechte voorraad. Duiksport geen artikelen in de winkels alleen online verkrijgbaar je kunt de producten niet bekijken in de winkels. Slechte zaak.,1,2022-10-24 15:58:27,,,". Bad stock. Diving sports no items in stores only available online, you cannot view the products in stores. Bad thing.",. Slechte voorraad. Duiksport geen artikelen in de winkels alleen online verkrijgbaar je kunt de producten niet bekijken in de winkels. Slechte zaak.,Water Sports,0,Store Service Staff,9.317134,-4.3308806,9.201438,9.109275,1.9417312
386,4381,4381,4381,18esCxcL8ui+c1EjICOE7lSgLxB25Bnc7L/FRwjIB08=,2,2,70.0,online,sale,HAVAIANAS  TOP BLACK M,MEN'S FOOTW,SURF BODYBOARD,1,9.99,18esCxcL8ui+c1EjICOE7lSgLxB25Bnc7L/FRwjIB08=,,"Prima slippers, vallen wel wat groot.",5,2022-07-08 18:54:43,,,". Great slippers, but they are a bit large.",". Prima slippers, vallen wel wat groot.",Water Sports,3,Water Sports Gear,7.508243,-2.0724308,13.92817,8.188697,-5.9557877
387,4382,4382,4382,Tx6g9EJVrtmFMAbQtw/kuAQ4s8rVt98IYYoh7JNMzbs=,2,2,70.0,online,sale,UNIFY VEST MEN JOBE 21-22,VESTS ACCESS FR,SURF BODYBOARD,1,88.99,Tx6g9EJVrtmFMAbQtw/kuAQ4s8rVt98IYYoh7JNMzbs=,Zeer tevreden,Erg comfortabel en het vest doet wat het moet doen,5,2023-10-27 08:07:03,,,Very satisfied. Very comfortable and the vest does what it is supposed to do,Zeer tevreden. Erg comfortabel en het vest doet wat het moet doen,Water Sports,3,Water Sports Gear,7.9298525,1.0311068,13.974749,11.374315,-6.059618
388,4383,4383,4383,+IZPHoJbXtIizlHKsIxM3e/ww5B+zmxfAphXmiFh93M=,1,10,1088.0,offline,sale,WATER T-SHIRT SS M  - ECO BLACK SS23,M SUN PROTEC,SURF BODYBOARD,3,26.97,+IZPHoJbXtIizlHKsIxM3e/ww5B+zmxfAphXmiFh93M=,,Goede prijs,5,2023-06-27 15:37:25,,,. Good price,. Goede prijs,Water Sports,5,General Products,8.937562,-2.378808,10.157718,9.926787,0.102387436
389,4462,4462,4462,c3NqJE1Fog9k9XI5ncRCVBKRVgh5YYOsUccvUu+WaVA=,1,2,70.0,online,sale,WETSUIT LONG JANE W BLACK,ADULT EQPT,SAILING WINDSUR,1,34.99,c3NqJE1Fog9k9XI5ncRCVBKRVgh5YYOsUccvUu+WaVA=,prima wetsuit voor een prima prijs.,"De levering duurde weer langer dan gepland, maar uiteindelijk een prima pak gescoord in de uitverkoop!",5,2022-10-31 21:34:01,,,"great wetsuit for a great price.. Delivery took longer than planned, but in the end I got a great suit on sale!","prima wetsuit voor een prima prijs.. De levering duurde weer langer dan gepland, maar uiteindelijk een prima pak gescoord in de uitverkoop!",Water Sports,2,Size-Fit Evaluation,7.763102,1.4318678,14.340034,11.774343,-6.4638453
390,4468,4468,4468,ZFvWcGOcAIjZC5xCaQJpqNq6lQZCuoiIzv+8q2IFNeo=,1,2,70.0,online,sale,AQUASHOES SNK 100 JR TURQUOISE,SNK AQUASHOES,SNORKELING SCUB,1,7.99,ZFvWcGOcAIjZC5xCaQJpqNq6lQZCuoiIzv+8q2IFNeo=,Bijna perfecte pasvorm,"Prima badpak. Aangeschaft voor zwemles, dus wordt veel gebruikt. Blijft mooi!Echter is het stuk bij de billen vrij smal. Bij wat bredere billen zal het snel in de naad gaan zitten.",4,2022-03-28 18:20:02,,,"Almost perfect fit. Great swimsuit. Purchased for swimming lessons, so it is used a lot. Remains beautiful! However, the part at the buttocks is quite narrow. With slightly wider buttocks it will quickly get stuck in the seam.","Bijna perfecte pasvorm. Prima badpak. Aangeschaft voor zwemles, dus wordt veel gebruikt. Blijft mooi!Echter is het stuk bij de billen vrij smal. Bij wat bredere billen zal het snel in de naad gaan zitten.",Water Sports,3,Water Sports Gear,7.1163764,1.3806916,14.2500725,12.256353,-6.4705396
391,4469,4469,4469,GQtlE/h74t8TYbPb8zu9bh70Qf2sVNicj+88QFmP/tA=,1,1,70.0,online,sale,MASK EASYBREATH 500 LIGHT TURQUOISE,"EASYBREATH, ACC",SNORKELING SCUB,1,24.99,GQtlE/h74t8TYbPb8zu9bh70Qf2sVNicj+88QFmP/tA=,,Goede en snelle levering,5,2022-11-04 11:55:56,,,. Good and fast delivery,. Goede en snelle levering,Water Sports,6,Delivery Speed,6.7575,-2.2635336,8.962809,12.211783,0.99348015
392,4473,4473,4473,tPjr3yPWp2FHznLWCQky76sSCANAanz/jKS739Dl6/M=,1,10,2013.0,offline,sale,MF XL ALLSOLA BLUE GREEN,TOWELS,SWIMMING AQUAGY,1,15.99,tPjr3yPWp2FHznLWCQky76sSCANAanz/jKS739Dl6/M=,,Fijn groot badlaken compact op te vouwen ideaal om mee te nemen.,5,2023-07-19 10:04:30,,,". Nice large bath towel that folds compactly, ideal for taking with you.",. Fijn groot badlaken compact op te vouwen ideaal om mee te nemen.,Water Sports,4,Price-Quality Evaluation,11.232742,1.2942566,11.3704195,13.350796,-1.9102957
393,4474,4474,4474,E+k8sBY9NSvXC//CJMX0Qsgjuux5r5OSy76p8kDOTO0=,1,2,70.0,online,sale,AQUADOTS NEW BLACK BLACK *,AQUAGYM SHOES,SWIMMING AQUAGY,1,9.99,E+k8sBY9NSvXC//CJMX0Qsgjuux5r5OSy76p8kDOTO0=,Goed voor het doel waarvoor gekocht. Prima.,Het voldoet aan mijn verwachtingen!!!,4,2022-07-28 18:48:36,,,Good for the purpose for which it was purchased. Fine.. It meets my expectations!!!,Goed voor het doel waarvoor gekocht. Prima.. Het voldoet aan mijn verwachtingen!!!,Water Sports,5,General Products,8.721906,-1.7927966,10.286701,10.216179,-0.54627424
