label,the_date_transaction,turnover
Climbing,2023-11-19,5467.12
Climbing,2023-11-20,3965.93
Climbing,2023-11-21,2920.88
Climbing,2023-11-22,3017.03
Climbing,2023-11-23,3646.38
Climbing,2023-11-24,5431.06
Climbing,2023-11-25,6402.64
Climbing,2023-11-26,5352.87
Climbing,2023-11-27,3822.45
Climbing,2023-11-28,3691.32
Climbing,2023-11-29,4370.15
Climbing,2023-11-30,3414.62
Climbing,2023-12-01,4863.6900000000005
Climbing,2023-12-02,5884.9
Climbing,2023-12-03,5197.67
Climbing,2023-12-04,3323.96
Climbing,2023-12-05,3258.13
Climbing,2023-12-06,3965.83
Climbing,2023-12-07,2991.02
Climbing,2023-12-08,4072.94
Climbing,2023-12-09,5590.19
Climbing,2023-12-10,4151.2
Climbing,2023-12-11,3811.57
Climbing,2023-12-12,3762.47
Climbing,2023-12-13,3129.48
Climbing,2023-12-14,3989.12
Climbing,2023-12-15,2810.08
Climbing,2023-12-16,4481.3
Climbing,2023-12-17,5902.77
Climbing,2023-12-18,3733.91
Dance,2022-01-01,368.62
Dance,2022-01-02,842.23
Dance,2022-01-03,616.43
Dance,2022-01-04,514.56
Dance,2022-01-05,927.1
Dance,2022-01-06,466.51
Dance,2022-01-07,730.23
Dance,2022-01-08,855.21
Dance,2022-01-09,1092.92
Dance,2022-01-10,931.1899999999999
Dance,2022-01-11,924.13
Dance,2022-01-12,1152.88
Dance,2022-01-13,833.1700000000001
Dance,2022-01-14,674.39
Dance,2022-01-15,2827.41
Dance,2022-01-16,2634.29
Dance,2022-01-17,2499.61
Dance,2022-01-18,2425.5
Dance,2022-01-19,2963.87
Dance,2022-01-20,2001.82
Dance,2022-01-21,2517.27
Dance,2022-01-22,6223.86
Dance,2022-01-23,3938.46
Dance,2022-01-24,2596.42
Dance,2022-01-25,1860.13
Dance,2022-01-26,3516.25
Dance,2022-01-27,2694.18
Dance,2022-01-28,3064.78
Dance,2022-01-29,5976.24
Dance,2022-01-30,3880.4
Dance,2022-01-31,2301.68
Dance,2022-02-01,2608.3
Dance,2022-02-02,3759.41
Dance,2022-02-03,1990.85
Dance,2022-02-04,2956.91
Dance,2022-02-05,4930.83
Dance,2022-02-06,3390.56
Dance,2022-02-07,2186.7
Dance,2022-02-08,2453.52
Dance,2022-02-09,3148.7200000000003
Dance,2022-02-10,1692.28
Dance,2022-02-11,2611.25
Dance,2022-02-12,4707.92
Dance,2022-02-13,4057.73
Dance,2022-02-14,2063.94
Dance,2022-02-15,2302.3
Dance,2022-02-16,2752.43
Dance,2022-02-17,2326.14
Dance,2022-02-18,1976.58
Dance,2022-02-19,4886.81
Dance,2022-02-20,3031.7200000000003
Dance,2022-02-21,2283.72
Dance,2022-02-22,2249.71
Dance,2022-02-23,2864.01
Dance,2022-02-24,1798.15
Dance,2022-02-25,2123.44
Dance,2022-02-26,3178.66
Dance,2022-02-27,2581.53
Dance,2022-02-28,2042.92
Dance,2022-03-01,2339.1
Dance,2022-03-02,2447.46
Dance,2022-03-03,1846.18
Dance,2022-03-04,2184.64
Dance,2022-03-05,2834.06
Dance,2022-03-06,2789.47
Dance,2022-03-07,2032.99
Dance,2022-03-08,1524.38
Dance,2022-03-09,2609.78
Dance,2022-03-10,2023.8600000000001
Dance,2022-03-11,1922.05
Dance,2022-03-12,4776.92
Dance,2022-03-13,3012.93
Dance,2022-03-14,1966.98
Dance,2022-03-15,2162.71
Dance,2022-03-16,3116.65
Dance,2022-03-17,1697.2
Dance,2022-03-18,3022.86
Dance,2022-03-19,3742.6
Dance,2022-03-20,3143.78
Dance,2022-03-21,2293.32
Dance,2022-03-22,1777.19
Dance,2022-03-23,2889.04
Dance,2022-03-24,2401.7400000000002
Dance,2022-03-25,2891.56
Dance,2022-03-26,4350.54
Dance,2022-03-27,2894.61
Dance,2022-03-28,2538.38
Dance,2022-03-29,2063.88
Dance,2022-03-30,3193.86
Dance,2022-03-31,1276.71
Dance,2022-04-01,2639.34
Dance,2022-04-02,4678.27
Dance,2022-04-03,4177.18
Dance,2022-04-04,1916.08
Dance,2022-04-05,2590.41
Dance,2022-04-06,2971.32
Dance,2022-04-07,2599.51
Dance,2022-04-08,2754.11
Dance,2022-04-09,4310.56
Dance,2022-04-10,2661.14
Dance,2022-04-11,2759.2200000000003
Dance,2022-04-12,1734.22
Dance,2022-04-13,2723.15
Dance,2022-04-14,1695.81
Dance,2022-04-15,2552.16
Dance,2022-04-16,2318.6
Dance,2022-04-17,821.17
Dance,2022-04-18,1835.15
Dance,2022-04-19,1948.09
Dance,2022-04-20,2451.15
Dance,2022-04-21,1718.22
Dance,2022-04-22,1969.1200000000001
Dance,2022-04-23,2674.17
Dance,2022-04-24,1907.03
Dance,2022-04-25,2212.93
Dance,2022-04-26,1673.49
Dance,2022-04-27,1050.08
Dance,2022-04-28,1391.55
Dance,2022-04-29,1610.33
Dance,2022-04-30,2028.09
Dance,2022-05-01,2028.01
Dance,2022-05-02,1231.73
Dance,2022-05-03,1539.53
Dance,2022-05-04,1580.59
Dance,2022-05-05,1443.64
Dance,2022-05-06,1603.34
Dance,2022-05-07,1642.34
Dance,2022-05-08,1776.03
Dance,2022-05-09,1835.22
Dance,2022-05-10,2413.1
Dance,2022-05-11,2613.27
Dance,2022-05-12,1772.65
Dance,2022-05-13,2315.65
Dance,2022-05-14,3275.17
Dance,2022-05-15,2214.82
Dance,2022-05-16,2756.26
Dance,2022-05-17,2562.41
Dance,2022-05-18,2465.49
Dance,2022-05-19,1852.73
Dance,2022-05-20,2983.02
Dance,2022-05-21,4027.26
Dance,2022-05-22,2837.18
Dance,2022-05-23,2660.5
Dance,2022-05-24,2261.84
Dance,2022-05-25,2371.62
Dance,2022-05-26,3382.66
Dance,2022-05-27,3327.54
Dance,2022-05-28,3700.29
Dance,2022-05-29,3161.5
Dance,2022-05-30,2583.07
Dance,2022-05-31,2293.61
Dance,2022-06-01,2580.4700000000003
Dance,2022-06-02,1674.22
Dance,2022-06-03,2593.38
Dance,2022-06-04,3762.2200000000003
Dance,2022-06-05,2278.89
Dance,2022-06-06,3303.68
Dance,2022-06-07,2429.48
Dance,2022-06-08,3404.79
Dance,2022-06-09,2183.13
Dance,2022-06-10,2485.34
Dance,2022-06-11,3394.73
Dance,2022-06-12,2294.17
Dance,2022-06-13,2016.8700000000001
Dance,2022-06-14,2401.54
Dance,2022-06-15,2525.6
Dance,2022-06-16,1967.54
Dance,2022-06-17,1638.47
Dance,2022-06-18,2023.98
Dance,2022-06-19,2674.45
Dance,2022-06-20,2210.73
Dance,2022-06-21,1700.25
Dance,2022-06-22,2137.95
Dance,2022-06-23,1910.28
Dance,2022-06-24,2542.52
Dance,2022-06-25,2516.46
Dance,2022-06-26,2148.07
Dance,2022-06-27,2435.6
Dance,2022-06-28,1506.78
Dance,2022-06-29,2209.83
Dance,2022-06-30,1570.51
Dance,2022-07-01,1950.02
Dance,2022-07-02,2670.44
Dance,2022-07-03,2008.05
Dance,2022-07-04,1502.54
Dance,2022-07-05,1369.7
Dance,2022-07-06,1302.81
Dance,2022-07-07,1284.39
Dance,2022-07-08,1586.4
Dance,2022-07-09,1780.43
Dance,2022-07-10,1665.49
Dance,2022-07-11,1015.08
Dance,2022-07-12,740.35
Dance,2022-07-13,1120.83
Dance,2022-07-14,1014.14
Dance,2022-07-15,1239.8
Dance,2022-07-16,1603.48
Dance,2022-07-17,1187.96
Dance,2022-07-18,1221.83
Dance,2022-07-19,1002.24
Dance,2022-07-20,1021.01
Dance,2022-07-21,852.27
Dance,2022-07-22,1272.8700000000001
Dance,2022-07-23,1570.59
Dance,2022-07-24,1264.43
Dance,2022-07-25,1171.03
Dance,2022-07-26,1585.6200000000001
Dance,2022-07-27,1501.14
Dance,2022-07-28,993.13
Dance,2022-07-29,976.07
Dance,2022-07-30,1370.65
Dance,2022-07-31,1487.68
Dance,2022-08-01,1355.77
Dance,2022-08-02,1111.94
Dance,2022-08-03,766.29
Dance,2022-08-04,666.33
Dance,2022-08-05,1535.65
Dance,2022-08-06,1443.64
Dance,2022-08-07,1377.75
Dance,2022-08-08,1248.87
Dance,2022-08-09,1441.65
Dance,2022-08-10,1572.57
Dance,2022-08-11,1371.74
Dance,2022-08-12,1354.8
Dance,2022-08-13,2124.19
Dance,2022-08-14,1657.53
Dance,2022-08-15,2145.0
Dance,2022-08-16,2227.89
Dance,2022-08-17,2599.67
Dance,2022-08-18,2934.44
Dance,2022-08-19,2336.55
Dance,2022-08-20,3351.52
Dance,2022-08-21,3197.99
Dance,2022-08-22,2816.96
Dance,2022-08-23,3238.05
Dance,2022-08-24,3243.03
Dance,2022-08-25,2654.1
Dance,2022-08-26,5001.57
Dance,2022-08-27,6839.07
Dance,2022-08-28,6884.96
Dance,2022-08-29,4579.88
Dance,2022-08-30,4895.04
Dance,2022-08-31,4681.71
Dance,2022-09-01,4128.36
Dance,2022-09-02,4165.9
Dance,2022-09-03,7735.59
Dance,2022-09-04,6435.25
Dance,2022-09-05,5875.74
Dance,2022-09-06,4409.4
Dance,2022-09-07,5905.32
Dance,2022-09-08,4485.05
Dance,2022-09-09,4603.18
Dance,2022-09-10,8704.31
Dance,2022-09-11,6613.01
Dance,2022-09-12,3965.5099999999998
Dance,2022-09-13,4589.88
Dance,2022-09-14,5334.44
Dance,2022-09-15,4488.12
Dance,2022-09-16,4854.06
Dance,2022-09-17,7694.15
Dance,2022-09-18,5216.25
Dance,2022-09-19,3701.2
Dance,2022-09-20,4443.39
Dance,2022-09-21,4552.48
Dance,2022-09-22,3617.78
Dance,2022-09-23,4752.68
Dance,2022-09-24,6698.94
Dance,2022-09-25,5497.55
Dance,2022-09-26,3343.56
Dance,2022-09-27,3800.31
Dance,2022-09-28,4495.34
Dance,2022-09-29,3822.94
Dance,2022-09-30,4597.49
Dance,2022-10-01,5019.23
Dance,2022-10-02,4485.95
Dance,2022-10-03,3645.77
Dance,2022-10-04,3384.03
Dance,2022-10-05,4240.91
Dance,2022-10-06,3186.47
Dance,2022-10-07,3150.38
Dance,2022-10-08,5101.94
Dance,2022-10-09,3230.89
Dance,2022-10-10,2592.6
Dance,2022-10-11,2173.1
Dance,2022-10-12,3407.42
Dance,2022-10-13,2582.74
Dance,2022-10-14,2463.76
Dance,2022-10-15,5377.35
Dance,2022-10-16,3421.28
Dance,2022-10-17,2433.71
Dance,2022-10-18,2139.44
Dance,2022-10-19,2421.69
Dance,2022-10-20,2265.37
Dance,2022-10-21,2464.78
Dance,2022-10-22,3902.38
Dance,2022-10-23,2911.88
Dance,2022-10-24,2515.77
Dance,2022-10-25,2428.35
Dance,2022-10-26,2766.53
Dance,2022-10-27,2629.57
Dance,2022-10-28,2652.07
Dance,2022-10-29,2368.23
Dance,2022-10-30,3513.88
Dance,2022-10-31,3091.91
Dance,2022-11-01,3124.67
Dance,2022-11-02,3696.09
Dance,2022-11-03,2758.56
Dance,2022-11-04,3022.48
Dance,2022-11-05,5302.66
Dance,2022-11-06,4312.57
Dance,2022-11-07,2989.66
Dance,2022-11-08,2673.08
Dance,2022-11-09,3677.64
Dance,2022-11-10,2683.26
Dance,2022-11-11,2949.08
Dance,2022-11-12,3928.96
Dance,2022-11-13,3338.5
Dance,2022-11-14,2727.95
Dance,2022-11-15,2168.03
Dance,2022-11-16,3417.09
Dance,2022-11-17,2329.38
Dance,2022-11-18,2549.43
Dance,2022-11-19,4222.05
Dance,2022-11-20,4132.28
Dance,2022-11-21,2572.8
Dance,2022-11-22,3389.06
Dance,2022-11-23,3555.45
Dance,2022-11-24,2946.37
Dance,2022-11-25,3594.08
Dance,2022-11-26,4196.24
Dance,2022-11-27,4717.85
Dance,2022-11-28,3090.64
Dance,2022-11-29,2754.19
Dance,2022-11-30,3071.73
Dance,2022-12-01,3094.34
Dance,2022-12-02,2583.17
Dance,2022-12-03,3554.07
Dance,2022-12-04,2404.42
Dance,2022-12-05,2168.13
Dance,2022-12-06,1961.4
Dance,2022-12-07,2866.97
Dance,2022-12-08,2213.53
Dance,2022-12-09,2150.47
Dance,2022-12-10,3604.2
Dance,2022-12-11,3469.77
Dance,2022-12-12,2622.58
Dance,2022-12-13,2563.26
Dance,2022-12-14,2735.42
Dance,2022-12-15,2161.94
Dance,2022-12-16,2142.7400000000002
Dance,2022-12-17,2307.31
Dance,2022-12-18,2358.47
Dance,2022-12-19,1665.56
Dance,2022-12-20,1597.07
Dance,2022-12-21,1955.3
Dance,2022-12-22,1271.42
Dance,2022-12-23,1622.55
Dance,2022-12-24,1171.49
Dance,2022-12-25,394.71999999999997
Dance,2022-12-26,796.27
Dance,2022-12-27,1794.49
Dance,2022-12-28,2204.08
Dance,2022-12-29,2102.75
Dance,2022-12-30,1478.72
Dance,2022-12-31,919.22
Dance,2023-01-01,409.11
Dance,2023-01-02,2930.46
Dance,2023-01-03,2352.92
Dance,2023-01-04,2732.09
Dance,2023-01-05,2423.45
Dance,2023-01-06,2515.78
Dance,2023-01-07,3477.49
Dance,2023-01-08,2887.5
Dance,2023-01-09,2447.4
Dance,2023-01-10,3092.7
Dance,2023-01-11,3744.58
Dance,2023-01-12,2710.59
Dance,2023-01-13,3660.93
Dance,2023-01-14,4898.83
Dance,2023-01-15,4637.52
Dance,2023-01-16,2868.09
Dance,2023-01-17,3227.74
Dance,2023-01-18,4433.1
Dance,2023-01-19,2708.77
Dance,2023-01-20,2759.6
Dance,2023-01-21,4701.85
Dance,2023-01-22,3773.16
Dance,2023-01-23,3209.31
Dance,2023-01-24,3501.35
Dance,2023-01-25,4461.02
Dance,2023-01-26,3106.87
Dance,2023-01-27,3474.31
Dance,2023-01-28,5508.15
Dance,2023-01-29,5438.14
Dance,2023-01-30,2708.2400000000002
Dance,2023-01-31,3290.7
Dance,2023-02-01,3419.58
Dance,2023-02-02,2763.93
Dance,2023-02-03,3185.3
Dance,2023-02-04,4553.42
Dance,2023-02-05,3258.65
Dance,2023-02-06,2795.62
Dance,2023-02-07,3216.83
Dance,2023-02-08,3415.46
Dance,2023-02-09,2547.68
Dance,2023-02-10,3041.15
Dance,2023-02-11,4795.2
Dance,2023-02-12,4474.58
Dance,2023-02-13,2930.04
Dance,2023-02-14,1811.8
Dance,2023-02-15,2631.04
Dance,2023-02-16,2054.6
Dance,2023-02-17,2103.54
Dance,2023-02-18,4178.56
Dance,2023-02-19,3270.15
Dance,2023-02-20,2746.23
Dance,2023-02-21,2593.83
Dance,2023-02-22,3004.54
Dance,2023-02-23,2002.3
Dance,2023-02-24,2740.21
Dance,2023-02-25,3699.33
Dance,2023-02-26,3500.0
Dance,2023-02-27,2439.43
Dance,2023-02-28,2408.43
Dance,2023-03-01,2464.41
Dance,2023-03-02,2503.82
Dance,2023-03-03,2737.62
Dance,2023-03-04,3809.1
Dance,2023-03-05,3568.45
Dance,2023-03-06,3010.37
Dance,2023-03-07,2898.53
Dance,2023-03-08,3238.18
Dance,2023-03-09,2335.34
Dance,2023-03-10,3321.05
Dance,2023-03-11,4883.13
Dance,2023-03-12,3686.24
Dance,2023-03-13,3078.29
Dance,2023-03-14,2450.38
Dance,2023-03-15,3065.31
Dance,2023-03-16,3019.86
Dance,2023-03-17,3179.29
Dance,2023-03-18,4717.78
Dance,2023-03-19,4069.52
Dance,2023-03-20,2801.9
Dance,2023-03-21,2914.45
Dance,2023-03-22,3879.64
Dance,2023-03-23,3266.09
Dance,2023-03-24,3497.01
Dance,2023-03-25,5160.27
Dance,2023-03-26,4074.39
Dance,2023-03-27,2878.51
Dance,2023-03-28,3090.31
Dance,2023-03-29,3554.97
Dance,2023-03-30,2529.8
Dance,2023-03-31,3345.01
Dance,2023-04-01,5789.25
Dance,2023-04-02,3645.96
Dance,2023-04-03,2591.27
Dance,2023-04-04,2633.65
Dance,2023-04-05,3439.06
Dance,2023-04-06,2402.3
Dance,2023-04-07,2490.64
Dance,2023-04-08,2883.82
Dance,2023-04-09,1643.09
Dance,2023-04-10,2771.11
Dance,2023-04-11,2818.71
Dance,2023-04-12,3307.97
Dance,2023-04-13,3260.41
Dance,2023-04-14,2679.61
Dance,2023-04-15,3519.43
Dance,2023-04-16,3123.31
Dance,2023-04-17,2198.57
Dance,2023-04-18,2076.64
Dance,2023-04-19,2011.16
Dance,2023-04-20,2075.17
Dance,2023-04-21,1847.47
Dance,2023-04-22,2837.5
Dance,2023-04-23,2455.93
Dance,2023-04-24,1874.34
Dance,2023-04-25,1984.3
Dance,2023-04-26,1799.31
Dance,2023-04-27,661.4
Dance,2023-04-28,2380.4
Dance,2023-04-29,1524.7
Dance,2023-04-30,1683.57
Dance,2023-05-01,1843.32
Dance,2023-05-02,1893.75
Dance,2023-05-03,1987.23
Dance,2023-05-04,1146.01
Dance,2023-05-05,2198.22
Dance,2023-05-06,2246.13
Dance,2023-05-07,2763.64
Dance,2023-05-08,2641.73
Dance,2023-05-09,2037.19
Dance,2023-05-10,2695.69
Dance,2023-05-11,2578.75
Dance,2023-05-12,3020.75
Dance,2023-05-13,3284.99
Dance,2023-05-14,2602.87
Dance,2023-05-15,2505.84
Dance,2023-05-16,1971.46
Dance,2023-05-17,2233.08
Dance,2023-05-18,2837.6
Dance,2023-05-19,2227.03
Dance,2023-05-20,3194.27
Dance,2023-05-21,3308.25
Dance,2023-05-22,3558.9
Dance,2023-05-23,3046.38
Dance,2023-05-24,3587.91
Dance,2023-05-25,2429.43
Dance,2023-05-26,2963.4
Dance,2023-05-27,3696.84
Dance,2023-05-28,2587.89
Dance,2023-05-29,3431.06
Dance,2023-05-30,3420.07
Dance,2023-05-31,3882.67
Dance,2023-06-01,2592.58
Dance,2023-06-02,2500.75
Dance,2023-06-03,3416.9500000000003
Dance,2023-06-04,2777.45
Dance,2023-06-05,2675.69
Dance,2023-06-06,3161.28
Dance,2023-06-07,3744.78
Dance,2023-06-08,2965.48
Dance,2023-06-09,3021.88
Dance,2023-06-10,2713.61
Dance,2023-06-11,3153.72
Dance,2023-06-12,4514.89
Dance,2023-06-13,3397.23
Dance,2023-06-14,3138.22
Dance,2023-06-15,2335.9
Dance,2023-06-16,2945.94
Dance,2023-06-17,2944.69
Dance,2023-06-18,3865.79
Dance,2023-06-19,2912.05
Dance,2023-06-20,3101.2
Dance,2023-06-21,3913.59
Dance,2023-06-22,2795.02
Dance,2023-06-23,2817.36
Dance,2023-06-24,3562.27
Dance,2023-06-25,3157.47
Dance,2023-06-26,2628.65
Dance,2023-06-27,3433.04
Dance,2023-06-28,3249.6
Dance,2023-06-29,2259.87
Dance,2023-06-30,2869.61
Dance,2023-07-01,3049.19
Dance,2023-07-02,3066.37
Dance,2023-07-03,1653.12
Dance,2023-07-04,2079.35
Dance,2023-07-05,2265.69
Dance,2023-07-06,1586.28
Dance,2023-07-07,1695.55
Dance,2023-07-08,2189.46
Dance,2023-07-09,2116.8
Dance,2023-07-10,1272.48
Dance,2023-07-11,1761.52
Dance,2023-07-12,1807.54
Dance,2023-07-13,1789.91
Dance,2023-07-14,1575.73
Dance,2023-07-15,2358.54
Dance,2023-07-16,2421.08
Dance,2023-07-17,1434.92
Dance,2023-07-18,1072.09
Dance,2023-07-19,1733.5
Dance,2023-07-20,1190.71
Dance,2023-07-21,1329.55
Dance,2023-07-22,1809.11
Dance,2023-07-23,2106.37
Dance,2023-07-24,1726.7
Dance,2023-07-25,1724.23
Dance,2023-07-26,1394.54
Dance,2023-07-27,1500.31
Dance,2023-07-28,1779.61
Dance,2023-07-29,1809.44
Dance,2023-07-30,2068.24
Dance,2023-07-31,1844.57
Dance,2023-08-01,1735.27
Dance,2023-08-02,2115.92
Dance,2023-08-03,1721.56
Dance,2023-08-04,1437.79
Dance,2023-08-05,1221.88
Dance,2023-08-06,2021.96
Dance,2023-08-07,2038.94
Dance,2023-08-08,1623.14
Dance,2023-08-09,1788.6
Dance,2023-08-10,1396.05
Dance,2023-08-11,1818.56
Dance,2023-08-12,2298.03
Dance,2023-08-13,2616.7799999999997
Dance,2023-08-14,2313.09
Dance,2023-08-15,2509.89
Dance,2023-08-16,2048.39
Dance,2023-08-17,2622.66
Dance,2023-08-18,3319.59
Dance,2023-08-19,2873.15
Dance,2023-08-20,3325.57
Dance,2023-08-21,3570.11
Dance,2023-08-22,4034.31
Dance,2023-08-23,4554.24
Dance,2023-08-24,4557.84
Dance,2023-08-25,5915.71
Dance,2023-08-26,6899.74
Dance,2023-08-27,6844.63
Dance,2023-08-28,5711.01
Dance,2023-08-29,6279.6
Dance,2023-08-30,6377.45
Dance,2023-08-31,4345.33
Dance,2023-09-01,5923.72
Dance,2023-09-02,6898.05
Dance,2023-09-03,6490.84
Dance,2023-09-04,4861.8
Dance,2023-09-05,5560.38
Dance,2023-09-06,5898.71
Dance,2023-09-07,3962.72
Dance,2023-09-08,5254.68
Dance,2023-09-09,7542.29
Dance,2023-09-10,5775.24
Dance,2023-09-11,5231.37
Dance,2023-09-12,4881.85
Dance,2023-09-13,6397.94
Dance,2023-09-14,4533.49
Dance,2023-09-15,4587.55
Dance,2023-09-16,6371.75
Dance,2023-09-17,5740.49
Dance,2023-09-18,4573.97
Dance,2023-09-19,3495.02
Dance,2023-09-20,5706.69
Dance,2023-09-21,4180.42
Dance,2023-09-22,4383.97
Dance,2023-09-23,7781.63
Dance,2023-09-24,5034.6
Dance,2023-09-25,3565.8
Dance,2023-09-26,3669.82
Dance,2023-09-27,4722.78
Dance,2023-09-28,2690.38
Dance,2023-09-29,3376.44
Dance,2023-09-30,4647.19
Dance,2023-10-01,4485.36
Dance,2023-10-02,4087.54
Dance,2023-10-03,3547.83
Dance,2023-10-04,3241.91
Dance,2023-10-05,3506.27
Dance,2023-10-06,3309.5099999999998
Dance,2023-10-07,4409.15
Dance,2023-10-08,3707.85
Dance,2023-10-09,3035.04
Dance,2023-10-10,2750.59
Dance,2023-10-11,2689.24
Dance,2023-10-12,2592.75
Dance,2023-10-13,2817.27
Dance,2023-10-14,3336.12
Dance,2023-10-15,3146.23
Dance,2023-10-16,2243.96
Dance,2023-10-17,2416.53
Dance,2023-10-18,2435.4
Dance,2023-10-19,1998.23
Dance,2023-10-20,2237.96
Dance,2023-10-21,3309.16
Dance,2023-10-22,3124.28
Dance,2023-10-23,3673.33
Dance,2023-10-24,2843.18
Dance,2023-10-25,4429.72
Dance,2023-10-26,3176.12
Dance,2023-10-27,2910.07
Dance,2023-10-28,4457.68
Dance,2023-10-29,4605.21
Dance,2023-10-30,2829.61
Dance,2023-10-31,3319.39
Dance,2023-11-01,3945.07
Dance,2023-11-02,2171.96
Dance,2023-11-03,2906.68
Dance,2023-11-04,5059.19
Dance,2023-11-05,4425.67
Dance,2023-11-06,3293.2400000000002
Dance,2023-11-07,3204.7200000000003
Dance,2023-11-08,4119.85
Dance,2023-11-09,3500.09
Dance,2023-11-10,2814.36
Dance,2023-11-11,5051.44
Dance,2023-11-12,3905.1
Dance,2023-11-13,3354.95
Dance,2023-11-14,3200.26
Dance,2023-11-15,4294.77
Dance,2023-11-16,2688.61
Dance,2023-11-17,2479.95
Dance,2023-11-18,3569.89
Dance,2023-11-19,2910.99
Dance,2023-11-20,3302.75
Dance,2023-11-21,3138.86
Dance,2023-11-22,2900.39
Dance,2023-11-23,3093.92
Dance,2023-11-24,4358.08
Dance,2023-11-25,5188.06
Dance,2023-11-26,4580.63
Dance,2023-11-27,3890.52
Dance,2023-11-28,3163.13
Dance,2023-11-29,3856.51
Dance,2023-11-30,3835.64
Dance,2023-12-01,2796.44
Dance,2023-12-02,4223.74
Dance,2023-12-03,3258.73
Dance,2023-12-04,2670.49
Dance,2023-12-05,2431.73
Dance,2023-12-06,2547.56
Dance,2023-12-07,2321.88
Dance,2023-12-08,2306.89
Dance,2023-12-09,4103.1
Dance,2023-12-10,3588.56
Dance,2023-12-11,3097.41
Dance,2023-12-12,2491.77
Dance,2023-12-13,2804.45
Dance,2023-12-14,2585.34
Dance,2023-12-15,2374.77
Dance,2023-12-16,3196.86
Dance,2023-12-17,2772.57
Dance,2023-12-18,1961.43
Dance,2023-12-19,24.979999999999997
Equestrian,2022-01-01,3632.91
Equestrian,2022-01-02,6537.06
Equestrian,2022-01-03,9163.43
Equestrian,2022-01-04,10048.15
Equestrian,2022-01-05,8625.32
Equestrian,2022-01-06,7199.79
Equestrian,2022-01-07,8089.7699999999995
Equestrian,2022-01-08,10519.72
Equestrian,2022-01-09,9706.97
Equestrian,2022-01-10,8818.67
Equestrian,2022-01-11,7851.74
Equestrian,2022-01-12,10976.13
Equestrian,2022-01-13,6724.86
Equestrian,2022-01-14,4929.0
Equestrian,2022-01-15,22444.23
Equestrian,2022-01-16,18466.68
Equestrian,2022-01-17,10036.97
Equestrian,2022-01-18,8947.91
Equestrian,2022-01-19,13902.49
Equestrian,2022-01-20,9171.62
Equestrian,2022-01-21,11862.14
Equestrian,2022-01-22,29684.54
Equestrian,2022-01-23,21352.64
Equestrian,2022-01-24,8046.79
Equestrian,2022-01-25,9460.51
Equestrian,2022-01-26,13892.41
Equestrian,2022-01-27,9098.44
Equestrian,2022-01-28,13544.2
Equestrian,2022-01-29,27784.23
Equestrian,2022-01-30,22487.96
Equestrian,2022-01-31,10436.039999999999
Equestrian,2022-02-01,9390.19
Equestrian,2022-02-02,12524.41
Equestrian,2022-02-03,11151.12
Equestrian,2022-02-04,13708.22
Equestrian,2022-02-05,25370.06
Equestrian,2022-02-06,19047.02
Equestrian,2022-02-07,9548.85
Equestrian,2022-02-08,10164.47
Equestrian,2022-02-09,11210.31
Equestrian,2022-02-10,8917.01
Equestrian,2022-02-11,11259.63
Equestrian,2022-02-12,22399.46
Equestrian,2022-02-13,19502.82
Equestrian,2022-02-14,10408.1
Equestrian,2022-02-15,10189.87
Equestrian,2022-02-16,10113.95
Equestrian,2022-02-17,7466.26
Equestrian,2022-02-18,6710.32
Equestrian,2022-02-19,20694.87
Equestrian,2022-02-20,16708.76
Equestrian,2022-02-21,9692.289999999999
Equestrian,2022-02-22,10466.21
Equestrian,2022-02-23,14080.59
Equestrian,2022-02-24,9768.45
Equestrian,2022-02-25,15532.89
Equestrian,2022-02-26,18786.02
Equestrian,2022-02-27,14278.949999999999
Equestrian,2022-02-28,15576.72
Equestrian,2022-03-01,12326.08
Equestrian,2022-03-02,14145.17
Equestrian,2022-03-03,14533.55
Equestrian,2022-03-04,15541.01
Equestrian,2022-03-05,20433.55
Equestrian,2022-03-06,16833.19
Equestrian,2022-03-07,8215.56
Equestrian,2022-03-08,8306.539999999999
Equestrian,2022-03-09,11904.88
Equestrian,2022-03-10,7686.72
Equestrian,2022-03-11,12357.65
Equestrian,2022-03-12,21879.29
Equestrian,2022-03-13,19881.2
Equestrian,2022-03-14,8839.53
Equestrian,2022-03-15,9908.94
Equestrian,2022-03-16,10504.9
Equestrian,2022-03-17,9160.75
Equestrian,2022-03-18,13179.38
Equestrian,2022-03-19,19065.66
Equestrian,2022-03-20,17773.25
Equestrian,2022-03-21,9809.789999999999
Equestrian,2022-03-22,9524.92
Equestrian,2022-03-23,12888.08
Equestrian,2022-03-24,12615.65
Equestrian,2022-03-25,15776.15
Equestrian,2022-03-26,26055.97
Equestrian,2022-03-27,21123.72
Equestrian,2022-03-28,10382.53
Equestrian,2022-03-29,13306.34
Equestrian,2022-03-30,15368.77
Equestrian,2022-03-31,12121.57
Equestrian,2022-04-01,14806.71
Equestrian,2022-04-02,29325.48
Equestrian,2022-04-03,25040.43
Equestrian,2022-04-04,12059.92
Equestrian,2022-04-05,11674.289999999999
Equestrian,2022-04-06,15939.73
Equestrian,2022-04-07,11312.73
Equestrian,2022-04-08,14061.35
Equestrian,2022-04-09,27728.16
Equestrian,2022-04-10,20320.01
Equestrian,2022-04-11,10882.46
Equestrian,2022-04-12,9430.98
Equestrian,2022-04-13,14122.45
Equestrian,2022-04-14,10978.01
Equestrian,2022-04-15,21968.71
