Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics
4006,4006,4006,4006,1oLiSWzQALiRcxZQ4CtMhW9Ot9TMfdeE7dSvJRBBs3Y=,1,2,70.0,online,sale,CARRIER PANNIER 900 25L V3 GREY,LUGGAGE,BIKE ACCESSORIE,2,99.98,1oLiSWzQALiRcxZQ4CtMhW9Ot9TMfdeE7dSvJRBBs3Y=,"Practisch, eenvoudig, doeltreffend",Hiermee handige eenvoudige tassen gevonden die ook groot genoeg zijn voor mijn A3 tekenmappen. En nu dus de levensduur afwachten. Nu blij mee,5,2023-09-17 08:03:54,,,"Practical, simple, effective. I found handy, simple bags that are also large enough for my A3 drawing folders. And now we wait for the lifespan. Happy with it now","Practisch, eenvoudig, doeltreffend. Hiermee handige eenvoudige tassen gevonden die ook groot genoeg zijn voor mijn A3 tekenmappen. En nu dus de levensduur afwachten. Nu blij mee",Biking,1
4024,4024,4024,4024,Par6K1R0NkHzgaIY2oTez2nd+q9YA/auKOMM+YAAoA4=,1,2,70.0,online,sale,CYCL. SHORTS ESSENTIAL NB,GAR SUM RD M,ROAD BIKE AND E,2,23.98,Par6K1R0NkHzgaIY2oTez2nd+q9YA/auKOMM+YAAoA4=,Prima,Zit goed en zit dikke zeem in dus prima te doen met lange tochten,5,2023-10-02 10:21:23,,,"Fine. Fits well and has thick chamois, so great for long trips",Prima. Zit goed en zit dikke zeem in dus prima te doen met lange tochten,Biking,1
4025,4025,4025,4025,Par6K1R0NkHzgaIY2oTez2nd+q9YA/auKOMM+YAAoA4=,1,2,70.0,online,sale,CYCL. SHORTS ESSENTIAL NB,GAR SUM RD M,ROAD BIKE AND E,2,23.98,Par6K1R0NkHzgaIY2oTez2nd+q9YA/auKOMM+YAAoA4=,Prima,Zitten oke maar wel beetje strak zou maatje grotere kopen,5,2023-10-02 10:21:54,,,"Fine. Fits okay but a bit tight, would buy a size larger",Prima. Zitten oke maar wel beetje strak zou maatje grotere kopen,Biking,1
4026,4026,4026,4026,AbJ+iN8pExzhJWk3M7UburrvWo+4oaf1xwrurBzk49w=,1,10,2095.0,offline,sale,BIKE SHORTS EDR WOMAN BLACK,GAR SUM RD W,ROAD BIKE AND E,1,39.99,AbJ+iN8pExzhJWk3M7UburrvWo+4oaf1xwrurBzk49w=,Goede prijs kwaliteit,Nog niet kunnen gebruiken maar zit fantastisch,5,2023-08-30 11:04:09,,,Good price quality. Haven't been able to use it yet but it fits great,Goede prijs kwaliteit. Nog niet kunnen gebruiken maar zit fantastisch,Biking,0
4027,4027,4027,4027,AbJ+iN8pExzhJWk3M7UburrvWo+4oaf1xwrurBzk49w=,1,10,2095.0,offline,sale,BIKE SHORTS EDR WOMAN BLACK,GAR SUM RD W,ROAD BIKE AND E,1,39.99,AbJ+iN8pExzhJWk3M7UburrvWo+4oaf1xwrurBzk49w=,,Veel drukte maar redelijk snel geholpen,4,2023-08-31 10:59:19,,,. Very busy but helped fairly quickly,. Veel drukte maar redelijk snel geholpen,Biking,3
4028,4028,4028,4028,UTYgb2b/rvFdeYFNX15JK8wmVTw8odMoSwoHqotOdGI=,1,5,70.0,online,sale,MID-SEASON GLOVES 500 BLACK,MID SEA RD GLV,ROAD BIKE AND E,1,13.99,UTYgb2b/rvFdeYFNX15JK8wmVTw8odMoSwoHqotOdGI=,Goede pasvorm als je voor een maatje groter kiest,Fijne handschoen,5,2023-03-03 09:16:33,,,Good fit if you choose a size larger. Nice glove,Goede pasvorm als je voor een maatje groter kiest. Fijne handschoen,Biking,0
4029,4029,4029,4029,CLpNzcxqvvZzVsn0GioBqA61QRcDsC2yWaU6weVa8+s=,1,10,2226.0,offline,sale,HELMET ROAD 100 BLACK,ROAD HELMETS,ROAD BIKE AND E,1,24.99,CLpNzcxqvvZzVsn0GioBqA61QRcDsC2yWaU6weVa8+s=,Goed product.,.,5,2022-08-31 11:30:57,,,Good product...,Goed product.. .,Biking,1
4059,4059,4059,4059,jrTtLUqiOYt1scoJOJFx4XrsoEDFnULZ3GQWvgLuh/k=,2,8,256.0,offline,sale,SQUAD SELLE ITALIA,BIKE SADDLES,TYRES/SPARE/CAR,1,39.99,jrTtLUqiOYt1scoJOJFx4XrsoEDFnULZ3GQWvgLuh/k=,goede zadel met een iets bredere zitoppervlak,"Ik heb de zadel pas een week, maar deze functioneert prima. Het heeft een iets bredere zit-oppervlak dan mijn vorige zadel. Dat functioneert goed.",5,2023-07-26 08:54:24,,,"good saddle with a slightly wider seat surface. I've only had the saddle for a week, but it works fine. It has a slightly wider seat surface than my previous saddle. That works well.","goede zadel met een iets bredere zitoppervlak. Ik heb de zadel pas een week, maar deze functioneert prima. Het heeft een iets bredere zit-oppervlak dan mijn vorige zadel. Dat functioneert goed.",Biking,3
4060,4060,4060,4060,jrTtLUqiOYt1scoJOJFx4XrsoEDFnULZ3GQWvgLuh/k=,2,8,256.0,offline,sale,SQUAD SELLE ITALIA,BIKE SADDLES,TYRES/SPARE/CAR,1,39.99,jrTtLUqiOYt1scoJOJFx4XrsoEDFnULZ3GQWvgLuh/k=,,"Ik was op zoek naar een heren fietszadel. Jammer dat het personeel niet goed op de hoogte is van de producten. Ik begrijp goed dat er personeelsproblemen zijn zoals die gangbaar zijn in elke organisatie, maar iets meer kwaliteit en deskundigheid zou wel zo prettig zijn. Ik snap best dat scholieren een zakcentje willen verdienen, maar het gaat me te ver dat ik meer verstand van zaken heb. Gelukkig kon ik mijn vragen wel kwijt bij de werkplaats. Daar werd ik wel goed, deskundig en klantvriendelijk geholpen. Dit is ook de reden dat ik de winkelervaring geupgrade heb naar 4 sterren. Helaas blonk de kassamedewerker ook al niet uit in zijn sociale vaardigheden. Jammer dit.",4,2023-07-22 12:10:35,,,". I was looking for a men's bicycle saddle. It's a shame that the staff is not well informed about the products. I understand that there are personnel problems that are common in every organization, but a little more quality and expertise would be nice. I understand that students want to earn some pocket money, but it goes too far for me to think that I know more about things. Fortunately, I was able to ask my questions at the workshop. I received good, professional and customer-friendly help there. This is also the reason I upgraded the shopping experience to 4 stars. Unfortunately, the cashier did not excel in his social skills either. Too bad about this.",". Ik was op zoek naar een heren fietszadel. Jammer dat het personeel niet goed op de hoogte is van de producten. Ik begrijp goed dat er personeelsproblemen zijn zoals die gangbaar zijn in elke organisatie, maar iets meer kwaliteit en deskundigheid zou wel zo prettig zijn. Ik snap best dat scholieren een zakcentje willen verdienen, maar het gaat me te ver dat ik meer verstand van zaken heb. Gelukkig kon ik mijn vragen wel kwijt bij de werkplaats. Daar werd ik wel goed, deskundig en klantvriendelijk geholpen. Dit is ook de reden dat ik de winkelervaring geupgrade heb naar 4 sterren. Helaas blonk de kassamedewerker ook al niet uit in zijn sociale vaardigheden. Jammer dit.",Biking,3
4061,4061,4061,4061,Pk9S2znUrjj9MDDLyTbFKTnHDd+mNOvTHAwSdEV1w0k=,1,10,256.0,offline,sale,"16X1,5-1,9 S",BIKE INNER TUBE,TYRES/SPARE/CAR,2,6.98,Pk9S2znUrjj9MDDLyTbFKTnHDd+mNOvTHAwSdEV1w0k=,,Ik ben tevreden in de winkel en ook met zelf scan system die altijd bijstaande medewerker I'm the helpen.,5,2022-09-04 10:40:22,,,. I am satisfied in the store and also with the self-scan system that the employee always helps me.,. Ik ben tevreden in de winkel en ook met zelf scan system die altijd bijstaande medewerker I'm the helpen.,Biking,2
4062,4062,4062,4062,8nDijyQoKfz0556XlKDTpNnbwnThOGxYTQMIy4b7LlQ=,1,10,256.0,offline,sale,1 SPEED CHAIN,BIKE GEARING,TYRES/SPARE/CAR,1,10.99,8nDijyQoKfz0556XlKDTpNnbwnThOGxYTQMIy4b7LlQ=,Makkelijk te monteren,"Prima ketting, makkelijk te monteren,  en lijkt een goede kwaliteit te hebben",5,2023-08-20 12:05:29,,,"Easy to assemble. Great chain, easy to assemble, and seems to be of good quality","Makkelijk te monteren. Prima ketting, makkelijk te monteren,  en lijkt een goede kwaliteit te hebben",Biking,0
4063,4063,4063,4063,n7W+zqvkNlzumtH3+4nN4yi0z6TSYgCg9kjjk1aQuwg=,2,8,1088.0,offline,return,9S CRANKSET FC-MT101,BIKE GEARING,TYRES/SPARE/CAR,-1,-39.99,n7W+zqvkNlzumtH3+4nN4yi0z6TSYgCg9kjjk1aQuwg=,,Kan altijd beter goeie winkel,5,2023-03-21 06:30:19,,,". Can always be better, good store",. Kan altijd beter goeie winkel,Biking,1
4073,4073,4073,4073,zX+3FDMD/93k9cRtA2xt6B0u2Avc3r+Nzgf6Q9UMmdA=,1,10,2095.0,offline,sale,FOLDING BIKE OXYLANE TILT 500E TURQUOISE,ELECT FOLD BIKE,URBAN/FOLDING B,1,899.99,zX+3FDMD/93k9cRtA2xt6B0u2Avc3r+Nzgf6Q9UMmdA=,Mooie praktische fiets,Mooie prijs voor een mooie en praktische fiets,5,2022-03-19 10:40:51,,,Nice practical bike. Great price for a beautiful and practical bike,Mooie praktische fiets. Mooie prijs voor een mooie en praktische fiets,Biking,0
4074,4074,4074,4074,M7VOI+7+DoL8bXvB5G2EmKNwuI373cGS7/aYgjXtvOE=,1,2,70.0,online,sale,SEATPOST 27.2 300MM,POSITION ROAD,AFTER SALE CYCL,1,14.99,M7VOI+7+DoL8bXvB5G2EmKNwuI373cGS7/aYgjXtvOE=,,"Verzending liet meer dan een week op zich wachten, desondanks verliep de bestelling verder op rolletjes en was het product zoals verwacht en zoals omschreven op de site. Derhalve een tevreden klant!",4,2022-09-05 10:50:25,,,". Shipping took more than a week, but nevertheless the order went smoothly and the product was as expected and as described on the site. Therefore a satisfied customer!",". Verzending liet meer dan een week op zich wachten, desondanks verliep de bestelling verder op rolletjes en was het product zoals verwacht en zoals omschreven op de site. Derhalve een tevreden klant!",Biking,4
4076,4076,4076,4076,NoYSPwoU7lgr+LaL/pc6vBhD3Ea1ntlFAnc0wRV4C5k=,1,1,70.0,online,sale,"STEM 1""""1/8 AHEAD 31.8 DEDA ZERO 2 NOI",STEERING ROAD,AFTER SALE CYCL,1,34.99,NoYSPwoU7lgr+LaL/pc6vBhD3Ea1ntlFAnc0wRV4C5k=,Voldoende,Stuurpen is afgebeeld in bicolor. Product is echter geheel zwart.,4,2023-10-24 17:19:01,,,"Enough. Stem is depicted in bicolor. However, product is completely black.",Voldoende. Stuurpen is afgebeeld in bicolor. Product is echter geheel zwart.,Biking,1
4149,4149,4149,4149,fyplVxICOn+t5i3foX3H6UoCG6dpjOvXkTsEzLCgIZA=,1,1,70.0,online,sale,CARRIER BASKET 100 M REAR,BASKET,BIKE ACCESSORIE,1,24.99,fyplVxICOn+t5i3foX3H6UoCG6dpjOvXkTsEzLCgIZA=,prima mandje,wat moeilijk te monteren op mijn e-bike,4,2023-06-02 10:04:46,,,great basket. a bit difficult to mount on my e-bike,prima mandje. wat moeilijk te monteren op mijn e-bike,Biking,1
4150,4150,4150,4150,twSzs2Zx0lZAsCUEgsXNtqH3IBcvcU6eSDq4cQml2HU=,2,2,70.0,online,sale,BABY SEATS GROOVY RACK,BABY SEATS,BIKE ACCESSORIE,1,44.99,twSzs2Zx0lZAsCUEgsXNtqH3IBcvcU6eSDq4cQml2HU=,,Perfect,5,2022-08-30 21:50:22,,,. Perfect,. Perfect,Biking,0
4151,4151,4151,4151,Xrd9pQNNRelt5bGAT28P0JrUiHJkdiwkZXv3lGzBKKg=,2,10,1089.0,offline,sale,FLOOR PUMP AIR XPRESS 8.0 NEW,BIKE PUMPS,BIKE ACCESSORIE,1,19.99,Xrd9pQNNRelt5bGAT28P0JrUiHJkdiwkZXv3lGzBKKg=,,Gewoon goed,4,2022-01-27 12:44:03,,,. Just good,. Gewoon goed,Biking,0
4152,4152,4152,4152,0QpP0TdoMJV0c30RChbRSF0Xl814jJ7AXvFLZurBNJY=,2,1,70.0,online,sale,MANOMETRE AIRCHECKER,BIKE PUMPS,BIKE ACCESSORIE,1,15.99,0QpP0TdoMJV0c30RChbRSF0Xl814jJ7AXvFLZurBNJY=,,Alles klopte ......,5,2022-10-24 20:39:28,,,. Everything was right......,. Alles klopte ......,Biking,5
4177,4177,4177,4177,lW6B2YXDiNJGnzJyGsizrbvADfrgmKUtzmoLlD7GpyE=,1,2,70.0,online,sale,WINDBRAKER JACKET ROADR 500 M WINDBREAKE,RAIN WIN CUT RD,ROAD BIKE AND E,1,24.99,lW6B2YXDiNJGnzJyGsizrbvADfrgmKUtzmoLlD7GpyE=,Perfect jasje,"Sluit mooi aan, klein opvouwbaar, ademend, lekker warm",5,2022-05-04 22:55:56,,,"Perfect jacket. Fits nicely, folds small, breathable, nice and warm","Perfect jasje. Sluit mooi aan, klein opvouwbaar, ademend, lekker warm",Biking,1
4178,4178,4178,4178,K7NtnJAARme0BhEYXHdJwJfy1zUnBt/zUxanW6bfnmg=,1,10,256.0,offline,sale,BIKE SOCKS 900 WINTER,WINTER RD SOCKS,ROAD BIKE AND E,1,14.99,K7NtnJAARme0BhEYXHdJwJfy1zUnBt/zUxanW6bfnmg=,,"Voor """"warme"""" fietssokken geslaagd. Helaas niet voor winter golfschoenen. Geen enkel aanbod.  :unamused_face:",4,2023-11-26 11:59:24,,,". Passed for ""warm"" cycling socks. Unfortunately not for winter golf shoes. No offer whatsoever. :unamused_face:",". Voor """"warme"""" fietssokken geslaagd. Helaas niet voor winter golfschoenen. Geen enkel aanbod.  :unamused_face:",Biking,2
4179,4179,4179,4179,kTKRK5s7cZ+whQNpGNQh+aCw5/CoIs/mDtSFOa77CRo=,1,8,1161.0,offline,sale,LS JERSEY RC500 EN1150 VISIBLE,GARM MID-SE RDM,ROAD BIKE AND E,1,29.99,kTKRK5s7cZ+whQNpGNQh+aCw5/CoIs/mDtSFOa77CRo=,"XL heeft te dunne mouwen, L bevalt goed in herfst","Ik had XL besteld omdat dit maatadvies was en ik meestal XL draag (1,85 m, 88 kg, borst 107 cm), maar XL maat had veel te dunne en te lange mouwen. Het was niet makkelijk om mijn arm, met longsleeve thermoshirt, in de mouwen te krijgen. De mouwen zijn ook te lang: de manchetten van de mouwen staken tot halverwege mijn hand. Ook het romp deel zat veel te ruim voor sportieve fietskleding.Toen maat L in de winkel gepast en die zat wel goed. De mouw lente was goed en de mouwen leken zelfs iets ruimer dan bij XL. De hele maatvoering van L lijkt veel beter dan van XL.Ik draag dit als jasje over Van Rysel fietsondershirt Training (lange mouwen, 4642252) voor woon-werk verkeer, half uur fietsen op sportfiets in fietskleding. Bevalt prima bij ongeveer 10 graden C. En zichtbaarheid is erg goed met de donkere dagen in het najaar. Het jasje zit prettig strak om lichaam: door de rekbare en ademende stof zit het comfortabel. De stof van het jasje was sterk water absorberend. Ik heb het jasje een keer in wasmachine gewassen met Nikwax TechWash en daarna met TxDirekt geïmpregneerd en nu is het prima water afstotend voor een lichte regenbui onderweg. Wat mij betreft een aanrader voor veilig fietsen bij koel weer.",5,2022-11-05 12:20:56,,,"XL has too thin sleeves, L suits well in autumn. I ordered XL because this was size advice and I usually wear XL (1.85 m, 88 kg, chest 107 cm), but XL size had much too thin and too long sleeves. It was not easy to get my arm, with a long-sleeved thermal shirt, into the sleeves. The sleeves are also too long: the cuffs of the sleeves reached halfway up my hand. The torso part was also much too roomy for sporty cycling clothing. Then I tried on size L in the store and it fit well. The sleeve spring was good and the sleeves even seemed a little wider than with XL. The entire sizing of L seems much better than XL. I wear this as a jacket over Van Rysel training undershirt (long sleeves, 4642252) for commuting, cycling for half an hour on a sports bike in cycling clothing. I like it at about 10 degrees C. And visibility is very good on the dark days in the autumn. The jacket fits comfortably around the body: the stretchy and breathable fabric makes it comfortable. The fabric of the jacket was highly water absorbent. I washed the jacket once in the washing machine with Nikwax TechWash and then impregnated it with TxDirekt and now it is perfectly water-repellent for a light rain shower on the road. In my opinion, it is highly recommended for safe cycling in cool weather.","XL heeft te dunne mouwen, L bevalt goed in herfst. Ik had XL besteld omdat dit maatadvies was en ik meestal XL draag (1,85 m, 88 kg, borst 107 cm), maar XL maat had veel te dunne en te lange mouwen. Het was niet makkelijk om mijn arm, met longsleeve thermoshirt, in de mouwen te krijgen. De mouwen zijn ook te lang: de manchetten van de mouwen staken tot halverwege mijn hand. Ook het romp deel zat veel te ruim voor sportieve fietskleding.Toen maat L in de winkel gepast en die zat wel goed. De mouw lente was goed en de mouwen leken zelfs iets ruimer dan bij XL. De hele maatvoering van L lijkt veel beter dan van XL.Ik draag dit als jasje over Van Rysel fietsondershirt Training (lange mouwen, 4642252) voor woon-werk verkeer, half uur fietsen op sportfiets in fietskleding. Bevalt prima bij ongeveer 10 graden C. En zichtbaarheid is erg goed met de donkere dagen in het najaar. Het jasje zit prettig strak om lichaam: door de rekbare en ademende stof zit het comfortabel. De stof van het jasje was sterk water absorberend. Ik heb het jasje een keer in wasmachine gewassen met Nikwax TechWash en daarna met TxDirekt geïmpregneerd en nu is het prima water afstotend voor een lichte regenbui onderweg. Wat mij betreft een aanrader voor veilig fietsen bij koel weer.",Biking,1
4180,4180,4180,4180,QMC4LHDYjIPAAtdc54zRd9pRXQ/iqojPpuVucYojgfE=,1,2,70.0,online,sale,JACKET RC500 M JACKET NAV,GAR WIN RD M,ROAD BIKE AND E,1,69.99,QMC4LHDYjIPAAtdc54zRd9pRXQ/iqojPpuVucYojgfE=,Mooi jack voor niet teveel geld,Goed,5,2023-02-02 21:05:20,,,Nice jacket for not too much money. Good,Mooi jack voor niet teveel geld. Goed,Biking,1
4181,4181,4181,4181,+XWdQD3OOpRZcCd5lpyzdU1vp8HuK1uG0GLF/9kOJSY=,1,10,1088.0,offline,sale,SHOES ROAD 100 WHITE,ROAD BIKE SHOES,ROAD BIKE AND E,1,54.99,+XWdQD3OOpRZcCd5lpyzdU1vp8HuK1uG0GLF/9kOJSY=,Goed en goedkope comfortabele schoen,"Op zoek naar een snelle en betaalbare schoen bij de Decathlon binnen gelopen, ik wilde eigenlijk voor het basismodel gaan, maar toch voor de net wat fijner zittende iets duurdere gegaan. SPD-SL makkelijk te monteren, door klittenbandsluitingen prima vast te zetten.",5,2022-02-16 21:41:55,,,"Good and cheap comfortable shoe. I went to Decathlon looking for a fast and affordable shoe. I actually wanted to go for the basic model, but I went for the slightly more comfortable, slightly more expensive one. SPD-SL easy to install, easily secured by Velcro fasteners.","Goed en goedkope comfortabele schoen. Op zoek naar een snelle en betaalbare schoen bij de Decathlon binnen gelopen, ik wilde eigenlijk voor het basismodel gaan, maar toch voor de net wat fijner zittende iets duurdere gegaan. SPD-SL makkelijk te monteren, door klittenbandsluitingen prima vast te zetten.",Biking,2
4182,4182,4182,4182,H0R5r01Eg3yiNe4sZn49GgfjWDMEXeZp7y4gZb34Cmg=,1,10,1186.0,offline,sale,SUMMER TRAINING BASELAYER C2,UNDW SUM RD M,ROAD BIKE AND E,1,14.99,H0R5r01Eg3yiNe4sZn49GgfjWDMEXeZp7y4gZb34Cmg=,,"Als altijd veel keuzes, aantrekkelijek prijzen en voor alle doeleinden wat.",5,2022-06-16 09:24:38,,,". As always, many choices, attractive prices and something for all purposes.",". Als altijd veel keuzes, aantrekkelijek prijzen en voor alle doeleinden wat.",Biking,1
4183,4183,4183,4183,CpHtOY5z+pKz93lRzuCYh0WqPDyJnp12l4VBoFGjN+I=,1,2,70.0,online,sale,RACER BIB TIGHT,GAR WIN RD M,ROAD BIKE AND E,1,49.99,CpHtOY5z+pKz93lRzuCYh0WqPDyJnp12l4VBoFGjN+I=,,"Fietsbroek ontvangen, verder geen enkele beschrijving over hoe te handelen bij retour sturen o.i.d.",4,2022-10-24 16:00:32,,,". Received cycling shorts, no further description of how to handle returns or the like.",". Fietsbroek ontvangen, verder geen enkele beschrijving over hoe te handelen bij retour sturen o.i.d.",Biking,0
4204,4204,4204,4204,PfkqM9wn4d09BRFx4T8GRzdWI/nMZPhIDD726BUDUeA=,1,1,70.0,online,sale,CASSETTE 9G 11X32,BIKE GEARING,TYRES/SPARE/CAR,1,15.99,PfkqM9wn4d09BRFx4T8GRzdWI/nMZPhIDD726BUDUeA=,,goed snel goed product goede prijs.,5,2022-04-08 18:58:51,,,. good fast good product good price.,. goed snel goed product goede prijs.,Biking,1
4205,4205,4205,4205,Z7jwWSAomvz4XQpFIcD/bBv5lqcwryQQe4UN/MiVxwE=,1,10,664.0,offline,sale,OIL BIKE ALL WEATHER TEFLON,BIK MAINTE TOOL,TYRES/SPARE/CAR,2,13.98,Z7jwWSAomvz4XQpFIcD/bBv5lqcwryQQe4UN/MiVxwE=,"Superfijn ding, vooral de extra vakjes","Prima rugzak, heerlijk voor de vakantie",5,2023-07-25 08:19:02,,,"Super nice, especially the extra compartments. Great backpack, great for the holidays","Superfijn ding, vooral de extra vakjes. Prima rugzak, heerlijk voor de vakantie",Biking,3
4213,4213,4213,4213,BnfxrMTaGa6xROIY1K0TcD83epHpH4/EMBxBUdO66hc=,1,10,2092.0,offline,sale,CITY BIKE ELOPS 520 LF BLUE,URBAN TRAD BIK,URBAN/FOLDING B,1,299.99,BnfxrMTaGa6xROIY1K0TcD83epHpH4/EMBxBUdO66hc=,"Goede, degelijke fiets voor een hele schappelijke",Fietst super,5,2022-07-03 19:56:56,,,"Good, solid bike for a very reasonable price. Cycles great","Goede, degelijke fiets voor een hele schappelijke. Fietst super",Biking,0
4214,4214,4214,4214,BnfxrMTaGa6xROIY1K0TcD83epHpH4/EMBxBUdO66hc=,1,10,2092.0,offline,sale,CITY BIKE ELOPS 520 LF BLUE,URBAN TRAD BIK,URBAN/FOLDING B,1,299.99,BnfxrMTaGa6xROIY1K0TcD83epHpH4/EMBxBUdO66hc=,Goed,Goed slot,5,2022-07-03 19:56:58,,,Good. Good lock,Goed. Goed slot,Biking,1
4295,4295,4295,4295,VKtuXW6LjJRVLDASV7olzzoxx8VEy/FuVuh4Fw0Deds=,1,10,2095.0,offline,sale,HOME TRAINER TIRE 700X25,TURBO TRAINER,BIKE ACCESSORIE,1,11.99,VKtuXW6LjJRVLDASV7olzzoxx8VEy/FuVuh4Fw0Deds=,,"Winkel was beetje rommelig, weinig voorraad van artikelen waar ik voor kwam helaas.",3,2023-10-17 07:51:56,,,". The store was a bit messy, unfortunately there was little stock of the items I came for.",". Winkel was beetje rommelig, weinig voorraad van artikelen waar ik voor kwam helaas.",Biking,0
4296,4296,4296,4296,ku/KUrClk6s6R1JDthh0lk8C4YVSpb74xSAB0koZwkg=,1,10,2224.0,offline,sale,UTK 500 1X20L WP CARRY BAG RED,LUGGAGE,BIKE ACCESSORIE,1,31.99,ku/KUrClk6s6R1JDthh0lk8C4YVSpb74xSAB0koZwkg=,Praktische tas,"Mooi plat op de fiets, had iets breder gemogen , draagt makkelijk",5,2022-06-07 00:23:31,,,"Practical bag. Nice and flat on the bike, could have been a little wider, easy to carry","Praktische tas. Mooi plat op de fiets, had iets breder gemogen , draagt makkelijk",Biking,1
4297,4297,4297,4297,WkkVwnuLa7MZhu7owGXmK1WrOa1KKqpYDGl+NHDCCSk=,1,10,2013.0,offline,sale,BIKE LOCK 300 KEY BLACK,BIKE LOCKS,BIKE ACCESSORIE,1,12.99,WkkVwnuLa7MZhu7owGXmK1WrOa1KKqpYDGl+NHDCCSk=,Voelt degelijk aan,Het slot voelt degelijk aan.Goede kunststof mantel die de lak niet beschadigd.En openen en sluiten gaat soepel,5,2023-08-04 08:17:07,,,Feels solid. The lock feels solid. Good plastic casing that does not damage the paint. And opening and closing goes smoothly,Voelt degelijk aan. Het slot voelt degelijk aan.Goede kunststof mantel die de lak niet beschadigd.En openen en sluiten gaat soepel,Biking,1
4298,4298,4298,4298,xzSsBsAok+vL+XFefzdvz+iVITiXmeZFxGQqRJaM9Iw=,1,10,1089.0,offline,sale,BIKE CHAIN LOCK 900 L 2021,BIKE LOCKS,BIKE ACCESSORIE,1,39.99,xzSsBsAok+vL+XFefzdvz+iVITiXmeZFxGQqRJaM9Iw=,,Personeel lastiger te vinden. In ons geval miste ik een active benadering,5,2023-07-01 07:52:35,,,. Staff more difficult to find. In our case I missed an active approach,. Personeel lastiger te vinden. In ons geval miste ik een active benadering,Biking,3
4299,4299,4299,4299,eq32M7EZxdYSWr6WXz8t51cyfo0dvF4XzEwWnMptpOo=,2,2,70.0,online,sale,SCUDO BLACK,MTB WATERBAGS,BIKE ACCESSORIE,1,74.99,eq32M7EZxdYSWr6WXz8t51cyfo0dvF4XzEwWnMptpOo=,,"Ruime keuze, voor een leuke prijs. Snel geleverd en netjes verpakt.",5,2022-07-02 09:16:17,,,". Wide choice, for a nice price. Delivered quickly and neatly packaged.",". Ruime keuze, voor een leuke prijs. Snel geleverd en netjes verpakt.",Biking,0
4300,4300,4300,4300,AUbqwqroPpez/siml0fBDcsteInUi+hsyPLr71UVZf8=,1,10,1161.0,offline,sale,BIKE LOCK 920 CHAIN PLUG IN,BIKE LOCKS,BIKE ACCESSORIE,1,19.99,AUbqwqroPpez/siml0fBDcsteInUi+hsyPLr71UVZf8=,,Alles was geregeld en de personeel was zeer vriendelijk en efficient.,5,2022-07-04 14:03:04,,,. Everything was arranged and the staff was very friendly and efficient.,. Alles was geregeld en de personeel was zeer vriendelijk en efficient.,Biking,3
4313,4313,4313,4313,r0bc5HUJdLWus3dcjmNjtddqA1hUM1JKXFU610S2DsI=,1,10,346.0,offline,sale,"ST 120 RR 20""""",JR MTB BIKES,KID CYCLING AND,1,199.99,r0bc5HUJdLWus3dcjmNjtddqA1hUM1JKXFU610S2DsI=,,"Voor de kinderen 2 MTBs gekocht, zoals altijd ongelooflijk wat een mooi materiaal voor een “normale” prijs!",5,2023-08-05 10:04:47,,,". Bought 2 MTBs for the children, as always incredible, what beautiful material for a “normal” price!",". Voor de kinderen 2 MTBs gekocht, zoals altijd ongelooflijk wat een mooi materiaal voor een “normale” prijs!",Biking,0
4339,4339,4339,4339,go14XKNMB+my2zS3TkjRaQ9j40f4eMXT1AExGfs5szk=,1,5,70.0,online,sale,700X23-32 P60,BIKE INNER TUBE,TYRES/SPARE/CAR,2,7.98,go14XKNMB+my2zS3TkjRaQ9j40f4eMXT1AExGfs5szk=,Prima band,Prima ervaring,5,2023-08-18 11:38:33,,,Great tire. Great experience,Prima band. Prima ervaring,Biking,0
4340,4340,4340,4340,cPExq7+h0qmf3CF+DquOkBQfOofT9GNGBOu6AEwmVYA=,1,10,346.0,offline,sale,PUNCTURE REPAIR SPRAY,BIKE INNER TUBE,TYRES/SPARE/CAR,1,4.99,cPExq7+h0qmf3CF+DquOkBQfOofT9GNGBOu6AEwmVYA=,,Super helpful staff and very nice!,5,2023-05-02 08:28:06,,,. Super helpful staff and very nice!,. Super helpful staff and very nice!,Biking,3
4345,4345,4345,4345,YO8zgRu3ga4ltSMW6PJPhW7VYIL6Jaxbu+j8VWz6dEU=,1,10,896.0,offline,sale,UTK 900 HOPRIDER LF,LONG DIST BIKE,URBAN/FOLDING B,1,629.99,YO8zgRu3ga4ltSMW6PJPhW7VYIL6Jaxbu+j8VWz6dEU=,Geweldige fiets,Rijdt heerlijk,5,2022-05-18 18:26:18,,,Great bike. Drives great,Geweldige fiets. Rijdt heerlijk,Biking,0
