,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics,topic,topic_name,x,y,z,x1,y1
564,8296,8296,8296,Uqh0qF5zYluQlLMO8cWfftCAaNtfFfltYqGscIXgQWk=,1,2,70.0,online,sale,WEIGHTED VEST 5 KG,KETTLE & HEX,MUSCLE & CROSS,1,24.99,Uqh0qF5zYluQlLMO8cWfftCAaNtfFfltYqGscIXgQWk=,,Op de afgesproken tyd geleverd .en zeer netjes verpakt en aangeboden .,5,2022-07-21 12:42:22,,,. Delivered on the agreed time and very neatly packaged and presented.,. Op de afgesproken tyd geleverd .en zeer netjes verpakt en aangeboden .,Fitness and Yoga,0,0,Delivery,7.6084576,1.1983342,10.0145035,11.138229,5.171165
565,8368,8368,8368,9rAxeDghTUaKJVIZyeonJ/GBo+Ig+eoToY9S0GYmj+A=,2,2,70.0,online,sale,TRACKSUIT ADIDAS 2021,FIT BEG M OUTFI,FITNESS TRAININ,1,48.99,9rAxeDghTUaKJVIZyeonJ/GBo+Ig+eoToY9S0GYmj+A=,,Goede levering,5,2023-01-20 17:10:44,,,. Good delivery,. Goede levering,Fitness and Yoga,0,0,Delivery,7.7449083,1.0870298,10.506753,11.045384,5.431073
566,8369,8369,8369,rhgskosMeT8NXGeZq5gYP1ydu6dOdWWYCJoOTJj8bcM=,1,10,256.0,offline,sale,TRAINING BAG 20L BLACK,"FIT BAGS,ACCESS",FITNESS TRAININ,1,11.99,rhgskosMeT8NXGeZq5gYP1ydu6dOdWWYCJoOTJj8bcM=,tot op heden een prima helm,Niets aan toe te voegen,4,2023-10-23 16:25:45,,,so far a great helmet. Nothing to add,tot op heden een prima helm. Niets aan toe te voegen,Fitness and Yoga,1,1,Size-Fit Evaluation,8.483992,2.7498205,6.678417,6.8940287,-0.019779075
567,8370,8370,8370,rhgskosMeT8NXGeZq5gYP1ydu6dOdWWYCJoOTJj8bcM=,1,10,256.0,offline,sale,TRAINING BAG 20L BLACK,"FIT BAGS,ACCESS",FITNESS TRAININ,1,11.99,rhgskosMeT8NXGeZq5gYP1ydu6dOdWWYCJoOTJj8bcM=,,winkel erg rommelig (zondagochtend)Van de Golfartikelen was er weinig aanwezig.Positief is de mate van eenvoud van de zelfscan,3,2023-10-03 14:05:09,,,. store very messy (Sunday morning) There was little of the Golf items available. The degree of simplicity of the self-scan is positive,. winkel erg rommelig (zondagochtend)Van de Golfartikelen was er weinig aanwezig.Positief is de mate van eenvoud van de zelfscan,Fitness and Yoga,14,14,Store and Staff,6.0927105,-0.63776964,9.854095,13.145573,3.9627361
568,8371,8371,8371,MvfJwtlQfwLUt26sxF2UfY3SMoFLBReVKUfdFfbvzjw=,1,10,664.0,offline,sale,TS 500 SLIM GYM HEATHER GREY,MAN TS SHORT,FITNESS TRAININ,2,17.98,MvfJwtlQfwLUt26sxF2UfY3SMoFLBReVKUfdFfbvzjw=,,"Fantastische winkel met fijne artikelen tegen een leuke prijs. En wat bleek? Is er een artikel niet op voorraad, dan kan het besteld worden en wordt het zónder verzendkosten thuisbezorgd, een dag later al, wat een geweldige service!",5,2023-04-15 11:22:39,,,". Fantastic store with fine items at a great price. And guess what? If an item is not in stock, it can be ordered and it will be delivered to your home without shipping costs, a day later, what a great service!",". Fantastische winkel met fijne artikelen tegen een leuke prijs. En wat bleek? Is er een artikel niet op voorraad, dan kan het besteld worden en wordt het zónder verzendkosten thuisbezorgd, een dag later al, wat een geweldige service!",Fitness and Yoga,0,0,Delivery,6.9495974,0.20168643,9.336453,11.895838,3.9387572
569,8372,8372,8372,vCzhR9puoLjy6/trX7CUU2xAsUKn+6EDHD6Gk462oBM=,2,2,70.0,online,sale,TRACKSUIT ADIDAS 2021,FIT BEG M OUTFI,FITNESS TRAININ,1,48.99,vCzhR9puoLjy6/trX7CUU2xAsUKn+6EDHD6Gk462oBM=,er staat trainingspak dus verwacht ook een broek,ik heb een trainingspak besteld niet alleen een trainingsjack,3,2023-03-30 09:23:23,,,it says tracksuit so expect pants too. I ordered a tracksuit not just a tracksuit,er staat trainingspak dus verwacht ook een broek. ik heb een trainingspak besteld niet alleen een trainingsjack,Fitness and Yoga,13,13,Fitness Clothing,8.834422,4.367504,7.487674,9.444353,-0.7339521
570,8373,8373,8373,/YLiBlJh8RScYQMgNdJoQSCxyGFtHUJzwVARvOY1oks=,1,2,70.0,online,sale,SWEAT HOOD 100 BLACK M,MAN PANT JACKET,FITNESS TRAININ,1,14.99,/YLiBlJh8RScYQMgNdJoQSCxyGFtHUJzwVARvOY1oks=,,Goede service en juiste productomschrijving,4,2022-10-15 14:28:52,,,. Good service and correct product description,. Goede service en juiste productomschrijving,Fitness and Yoga,0,0,Delivery,7.738319,-0.16816847,10.170945,12.85062,5.1277657
571,8374,8374,8374,SzT5XDeLalGs2n5t9Hukt7PGlAmYwHnxgHRXbWbXhYE=,1,1,70.0,online,sale,SHORT REGULAR 500 GREY M,MAN TS SHORT,FITNESS TRAININ,1,12.99,SzT5XDeLalGs2n5t9Hukt7PGlAmYwHnxgHRXbWbXhYE=,,Prima bestelling product en dito levering,5,2023-01-19 08:22:23,,,. Excellent order product and delivery,. Prima bestelling product en dito levering,Fitness and Yoga,0,0,Delivery,7.7579856,0.80008256,10.142233,10.977791,5.0590053
572,8375,8375,8375,m9eR8ikTkkBQMDH1SG4Qe/vDPqpR8A760GxaObghcS8=,1,2,70.0,online,sale,FST 120 STRETCH M SHORTS BLK,FIT BEG M OUTFI,FITNESS TRAININ,1,11.99,m9eR8ikTkkBQMDH1SG4Qe/vDPqpR8A760GxaObghcS8=,Goed product,Bevalt goed,5,2023-07-21 10:18:52,,,Good product. I like it,Goed product. Bevalt goed,Fitness and Yoga,12,12,Price-Quality Evaluation,9.022592,0.03282939,8.760392,9.829482,3.827491
573,8397,8397,8397,S0F5AEa41uGSlF6X8+D1Qohlpu5we40UhC/H53+4QZ0=,1,10,1186.0,offline,sale,SHORT 500 GIRL LIGHT GREY AND PINK,TSHIRT SHORT GI,KIDS SPORTIVE E,1,5.99,S0F5AEa41uGSlF6X8+D1Qohlpu5we40UhC/H53+4QZ0=,Blij mee,"Mijn dochter is vrij smal, dus broekjes zitten al snel te wijd rond haar heupen.  Deze niet. Lekker licht, zacht en rekbaar stofje.",4,2022-07-02 18:51:52,,,"Happy with. My daughter is quite narrow, so pants tend to be too loose around her hips. Not this one. Nice and light, soft and stretchy fabric.","Blij mee. Mijn dochter is vrij smal, dus broekjes zitten al snel te wijd rond haar heupen.  Deze niet. Lekker licht, zacht en rekbaar stofje.",Fitness and Yoga,13,13,Fitness Clothing,9.236843,5.025341,7.5031,9.094805,-1.6964078
574,8461,8461,8461,P6UAEY6T/bVVnnGC0t6MYnsoJrHG+C80Lcg8sqANPTQ=,1,2,70.0,online,sale,SOFT YOGA W PANT BLACK GREY,WOMAN YOGA,YOGA,1,14.99,P6UAEY6T/bVVnnGC0t6MYnsoJrHG+C80Lcg8sqANPTQ=,,Funtionele sportkleding voor een leuke prijs,5,2022-01-11 18:30:02,,,. Functional sportswear for a nice price,. Funtionele sportkleding voor een leuke prijs,Fitness and Yoga,1,1,Size-Fit Evaluation,8.257022,2.4718058,6.42536,9.040728,0.7838184
575,8482,8482,8482,2R7wL2KY6GBfGAPZ5I0uri4hAdlwrD/Jsjnyu+SpFfI=,1,4,70.0,online,sale,RACK BODY 500,BODYBUILDING EQ,MUSCLE & CROSS,1,199.99,2R7wL2KY6GBfGAPZ5I0uri4hAdlwrD/Jsjnyu+SpFfI=,Mooi en degelijk toestel voor een betaalbare prijs,Op tijd geleverd en duidelijke instructies om het apparaat in elkaar te zetten. Bevalt prima en erg blij mee!,5,2022-03-28 18:19:58,,,Beautiful and solid device for an affordable price. Delivered on time and clear instructions for assembling the device. Works great and very happy with it!,Mooi en degelijk toestel voor een betaalbare prijs. Op tijd geleverd en duidelijke instructies om het apparaat in elkaar te zetten. Bevalt prima en erg blij mee!,Fitness and Yoga,8,8,Fitness Gear,9.324123,0.44820768,7.779959,9.054931,3.0354376
576,8483,8483,8483,Sp2VPqPSm08YAtMtXc6KgH7WkGnm37DdF/S3Xd0kXsw=,1,2,70.0,online,sale,LIFTING STRAP,"GLOVES, BELTS",MUSCLE & CROSS,1,4.99,Sp2VPqPSm08YAtMtXc6KgH7WkGnm37DdF/S3Xd0kXsw=,Niet ontvangen,Product niet geleverd,1,,,,Not received. Product not delivered,Niet ontvangen. Product niet geleverd,Fitness and Yoga,0,0,Delivery,6.6065326,0.85620743,10.10719,12.146234,5.1306915
577,8505,8505,8505,FXkCsIgT1A8jG/4lqYEbiehNBZHAQi05MQ2nS4k0yuo=,1,2,70.0,online,sale,FTA 520 W TANK GREEN,W. COLLECTION,FITNESS TRAININ,1,9.99,FXkCsIgT1A8jG/4lqYEbiehNBZHAQi05MQ2nS4k0yuo=,,Broek zat vrij strak en shirt zag er anders uit dan ik verwacht had. Ik heb het terug gebracht naar de winkel. Ik kreeg wel geld terug maar niet de verzendkosten. Dit is bij andere webshops vaak wel. Jammer. Ik zal nu niet meer online bestellen. Vaak is niet alles in de winkel beschikbaar.,3,2022-02-04 18:19:41,,,. Pants were quite tight and shirt looked different than I expected. I took it back to the store. I did get a refund but not the shipping costs. This is often the case with other web shops. Shame. I will no longer order online. Often not everything is available in the store.,. Broek zat vrij strak en shirt zag er anders uit dan ik verwacht had. Ik heb het terug gebracht naar de winkel. Ik kreeg wel geld terug maar niet de verzendkosten. Dit is bij andere webshops vaak wel. Jammer. Ik zal nu niet meer online bestellen. Vaak is niet alles in de winkel beschikbaar.,Fitness and Yoga,13,13,Fitness Clothing,9.100133,4.7361584,7.6512256,9.487514,-1.0235857
578,8571,8571,8571,Nu55Ouxq1sszaOkI6NmkqSacxU8e4xu33PocdpqNWps=,1,10,1088.0,offline,sale,GYMWEIGHT 2*2 KG,WEIGHTS&ELAST.,FITNESS TRAININ,1,19.99,Nu55Ouxq1sszaOkI6NmkqSacxU8e4xu33PocdpqNWps=,,Prima en snel geholpen.,4,2022-03-31 21:20:45,,,. Excellent and quick help.,. Prima en snel geholpen.,Fitness and Yoga,14,14,Store and Staff,7.6860256,-1.3644229,10.479005,10.201962,6.3213024
579,8572,8572,8572,i229X8wIH6Jb71KQDaYNXMyH/ps06gCVWLiioXNsUcs=,1,10,664.0,offline,sale,TSHIRT 500 REG ESSENTIAL,WOMAN TS LEGG,FITNESS TRAININ,2,17.98,i229X8wIH6Jb71KQDaYNXMyH/ps06gCVWLiioXNsUcs=,,De medewerkers hebben tijd voor je en helpen echt,4,2023-11-18 09:46:32,,,. The employees have time for you and really help,. De medewerkers hebben tijd voor je en helpen echt,Fitness and Yoga,14,14,Store and Staff,6.57126,-1.6947179,10.021644,13.973403,4.005219
580,8573,8573,8573,ZoaC9T4qA8D6Fq48SLzAeKG0J6m9xHtiFd0kXfMv6G8=,1,2,70.0,online,sale,LEGGING FTI 120 W ANIMAL BLACK,W ESSENTIAL,FITNESS TRAININ,1,11.99,ZoaC9T4qA8D6Fq48SLzAeKG0J6m9xHtiFd0kXfMv6G8=,Heb hem cadeau gedaan dus geen idee hoe de zweet a,"Ervaring is positief, snel en correct.",4,2022-12-20 11:17:20,,,"I gave it as a gift so I have no idea how the sweat a. Experience is positive, fast and correct.","Heb hem cadeau gedaan dus geen idee hoe de zweet a. Ervaring is positief, snel en correct.",Fitness and Yoga,18,18,Fitness Clothing,8.07883,3.618041,5.8050213,6.4823008,-0.8163708
581,8574,8574,8574,WAJ0DnuglAIm52rYjHWDNVyscIBB1GLULfresOnlzuw=,1,10,1161.0,offline,sale,JUMP ROPE100,FIT JUMPIN ROPE,FITNESS TRAININ,1,4.99,WAJ0DnuglAIm52rYjHWDNVyscIBB1GLULfresOnlzuw=,,Zeer vriendelijke en deskundige medewerker. Uitgebreid assortiment. Aantrekkelijke prijzen.,5,2023-05-02 09:26:26,,,. Very friendly and knowledgeable employee. Extensive range. Attractive prices.,. Zeer vriendelijke en deskundige medewerker. Uitgebreid assortiment. Aantrekkelijke prijzen.,Fitness and Yoga,14,14,Store and Staff,6.5083027,-1.8173935,9.087727,13.675009,2.9273736
582,8595,8595,8595,Q0aLJQycVhQAIW83x8NoG5ZTl2kQUtNMmo+l7Ii7mKg=,2,2,70.0,online,sale,TRACKSUIT PUMA  PINK GIRL,AWAKEN SPORT AP,KIDS SPORTIVE E,3,50.97,Q0aLJQycVhQAIW83x8NoG5ZTl2kQUtNMmo+l7Ii7mKg=,,De bestelde maat twee keer verkeerd om te ruilen in de winkel nee moet eerst de verkeerde terug stuuren dan pas een nieuwe,1,2023-01-06 14:53:03,,,". The wrong size ordered can be exchanged twice in the store, no, you must first return the wrong size, then a new one",. De bestelde maat twee keer verkeerd om te ruilen in de winkel nee moet eerst de verkeerde terug stuuren dan pas een nieuwe,Fitness and Yoga,1,1,Size-Fit Evaluation,7.3967605,2.6330311,7.573179,9.297886,-0.2366877
583,8596,8596,8596,anda3mEn6O5jVCLpL4y7YCjoBlBMmRMr0jyOu+qvx20=,1,2,70.0,online,sale,TS 100 JR WHITE BLUE,JUNIOR MULTISPO,KIDS SPORTIVE E,1,9.99,anda3mEn6O5jVCLpL4y7YCjoBlBMmRMr0jyOu+qvx20=,Prima prijs/kwaliteit,Goede schoen voor de gym,5,2023-09-19 11:15:58,,,Excellent price/quality. Good shoe for the gym,Prima prijs/kwaliteit. Goede schoen voor de gym,Fitness and Yoga,10,10,Fitness Clothing,11.124355,1.8869631,4.924013,5.1775064,2.4008183
584,8673,8673,8673,BDajRCiRb+rc2GWE6pJOygLm7nvDhmaoF4eFQNLN9JI=,1,10,346.0,offline,sale,SQUAT PAD .,"GLOVES, BELTS",MUSCLE & CROSS,1,14.99,BDajRCiRb+rc2GWE6pJOygLm7nvDhmaoF4eFQNLN9JI=,,"Ruime keuze aan producten, onvoldoende overzichtelijk, personeel zegt niets tegen klanten bij binnenkomst of vertrek. Afrekenen bij zelfscankassa is erg onpersoonlijk en voor mensen die niet goed kunnen lezen erg vervelend, lijkt me.",3,2023-11-23 08:39:58,,,". Wide choice of products, insufficiently clear, staff does not say anything to customers when entering or leaving. Paying at the self-checkout is very impersonal and very annoying for people who cannot read well, I think.",". Ruime keuze aan producten, onvoldoende overzichtelijk, personeel zegt niets tegen klanten bij binnenkomst of vertrek. Afrekenen bij zelfscankassa is erg onpersoonlijk en voor mensen die niet goed kunnen lezen erg vervelend, lijkt me.",Fitness and Yoga,14,14,Store and Staff,6.2731194,-0.75646585,9.793954,13.201466,4.0479307
585,8831,8831,8831,V/Z6taNZ/aJ8ymLDWrlgh5q3MM5CF/tCDymrpzqoWIw=,1,2,70.0,online,sale,MS500 IVORY PINK,FIT STEPPER,FITNESS TRAININ,1,48.99,V/Z6taNZ/aJ8ymLDWrlgh5q3MM5CF/tCDymrpzqoWIw=,Dit moet een productiefout zijn,"Deze mooie en solide stepper heeft zoveel weerstand dat je er nauwelijks op kunt bewegen. Ik ben 1.70, weeg 60kg en ben fit. Doe regelmatig krachttraining. Als de weerstand normaal zou zijn, zou het een superstepper zijn. De elastieken zijn fijn om je armen te trainen. Met deze stepper viel ik 2x bijna omdat ik zoveel gewicht op mijn hielen plaatste om de pedalen in beweging te krijgen dat ik achterover helde en van de stepper struikelde.Ik heb diverse andere steppers ervaren in mijn leven en daarom denk ik echt dat hier iets niet goed mee is. Het gaat veel te zwaar en je kunt de weerstand niet instellen voor zover ik zie. Mocht dat wel zo zijn, dan hoor ik dat graag natuurlijk!Heel jammer, ik hoopte lekker te kunnen trainen ondanks dat de sportschool dicht is :-(De stepper moet weer retour en kan helaas ook niet in de winkel proberen of er een betere is om voor te ruilen.",2,2022-01-06 09:43:58,,,"This must be a production error. This beautiful and solid stepper has so much resistance that you can hardly move on it. I am 1.70, weigh 60kg and am fit. Do strength training regularly. If the resistance were normal, it would be a super stepper. The elastic bands are great for training your arms. With this stepper I almost fell twice because I put so much weight on my heels to get the pedals moving that I leaned backwards and tripped off the stepper. I have experienced several other steppers in my life and that is why I really think there is something wrong here is fine with it. It's way too heavy and you can't adjust the resistance as far as I see. If that is the case, I would like to hear about it of course! Very unfortunate, I was hoping to be able to train despite the gym being closed :-(The stepper has to be returned and unfortunately I cannot try it in the store to see if there is a better one. to exchange for.","Dit moet een productiefout zijn. Deze mooie en solide stepper heeft zoveel weerstand dat je er nauwelijks op kunt bewegen. Ik ben 1.70, weeg 60kg en ben fit. Doe regelmatig krachttraining. Als de weerstand normaal zou zijn, zou het een superstepper zijn. De elastieken zijn fijn om je armen te trainen. Met deze stepper viel ik 2x bijna omdat ik zoveel gewicht op mijn hielen plaatste om de pedalen in beweging te krijgen dat ik achterover helde en van de stepper struikelde.Ik heb diverse andere steppers ervaren in mijn leven en daarom denk ik echt dat hier iets niet goed mee is. Het gaat veel te zwaar en je kunt de weerstand niet instellen voor zover ik zie. Mocht dat wel zo zijn, dan hoor ik dat graag natuurlijk!Heel jammer, ik hoopte lekker te kunnen trainen ondanks dat de sportschool dicht is :-(De stepper moet weer retour en kan helaas ook niet in de winkel proberen of er een betere is om voor te ruilen.",Fitness and Yoga,8,8,Fitness Gear,9.974905,0.95279413,6.871819,8.155304,2.2278092
586,8832,8832,8832,0JvEHlJfWBZPTOg37UNsv01kTddWSX5gqAnsiWN2DyY=,1,10,1161.0,offline,sale,PILATES MINIBAND MEDIUM .,WEIGHTS&ELAST.,FITNESS TRAININ,1,4.99,0JvEHlJfWBZPTOg37UNsv01kTddWSX5gqAnsiWN2DyY=,na zeer korte periode slijtage,slijt snel,1,2023-11-14 13:00:56,,,after a very short period of wear. wears out quickly,na zeer korte periode slijtage. slijt snel,Fitness and Yoga,1,1,Size-Fit Evaluation,8.602662,3.7612598,6.951237,7.933159,-0.8026203
587,8833,8833,8833,89Xu1EsEkgKpNnCYuIa0aSA9zuRR2dzDLvV8It5RxUQ=,1,1,70.0,online,sale,TROUSERS 500 RIB ZIP GYM BLACK,WOMAN PANT JACK,FITNESS TRAININ,1,14.99,89Xu1EsEkgKpNnCYuIa0aSA9zuRR2dzDLvV8It5RxUQ=,,Prima snelle service,5,2022-11-22 20:25:14,,,. First streamlined service,. Prima snelle service,Fitness and Yoga,0,0,Delivery,7.7172112,-0.29741263,10.529344,13.1147375,5.303332
588,8834,8834,8834,uA01EjKWNHTobitUE4HeTYY2gKtMdfzTrVYtLjpYm8Q=,1,10,896.0,offline,sale,PANT 520 LAYER 2 GYM W W FLAMMÉNOIR,WOMAN PANT JACK,FITNESS TRAININ,1,17.99,uA01EjKWNHTobitUE4HeTYY2gKtMdfzTrVYtLjpYm8Q=,krappe joggingsbroek,"Normaal kan ik altijd een L aan met (joggings)broeken,maar deze valt erg strak om de benen. Deze moet helaas weer retour.",2,2023-10-25 20:54:21,,,"tight sweatpants. Normally I can always wear an L with (sweatpants) pants, but these fit very tight around the legs. Unfortunately this has to be returned.","krappe joggingsbroek. Normaal kan ik altijd een L aan met (joggings)broeken,maar deze valt erg strak om de benen. Deze moet helaas weer retour.",Fitness and Yoga,13,13,Fitness Clothing,9.590511,5.2846875,7.2776427,8.937188,-2.1450932
589,8835,8835,8835,uA01EjKWNHTobitUE4HeTYY2gKtMdfzTrVYtLjpYm8Q=,1,10,896.0,offline,sale,PANT 520 LAYER 2 GYM W W FLAMMÉNOIR,WOMAN PANT JACK,FITNESS TRAININ,1,17.99,uA01EjKWNHTobitUE4HeTYY2gKtMdfzTrVYtLjpYm8Q=,,Grote winkel met veel keus,4,2023-10-24 13:07:55,,,. Large store with lots of choice,. Grote winkel met veel keus,Fitness and Yoga,6,6,Store and Staff,6.4675984,-1.2701284,8.026307,12.748999,2.0667093
590,8836,8836,8836,p+51Vfe+NvmFA/CF7YB90H6Kv1UsVmNaOGS8H8HvWuw=,1,10,2093.0,offline,sale,BALANCE BOARD,GYMBALL & ACC.,FITNESS TRAININ,1,29.99,p+51Vfe+NvmFA/CF7YB90H6Kv1UsVmNaOGS8H8HvWuw=,Luchtig sportbroekje voor kleindochter,Kleindochter heeft het sport broekje zelf uitgezocht. Draagt zeer comfortabel,5,2023-03-22 11:28:05,,,Airy sports pants for granddaughter. Granddaughter picked out the sports pants herself. Wears very comfortably,Luchtig sportbroekje voor kleindochter. Kleindochter heeft het sport broekje zelf uitgezocht. Draagt zeer comfortabel,Fitness and Yoga,13,13,Fitness Clothing,9.914104,5.2634935,7.387393,9.154861,-2.405338
591,8837,8837,8837,p+51Vfe+NvmFA/CF7YB90H6Kv1UsVmNaOGS8H8HvWuw=,1,10,2093.0,offline,sale,BALANCE BOARD,GYMBALL & ACC.,FITNESS TRAININ,1,29.99,p+51Vfe+NvmFA/CF7YB90H6Kv1UsVmNaOGS8H8HvWuw=,Balance board voor sterke enkels,"Mijn kleindochter van 11 heeft het board uitgezocht om te oefenen voor sterke enkels. Zij voetbalt als speler, afwisselend als keeper",5,2023-03-22 11:26:45,,,"Balance board for strong ankles. My 11-year-old granddaughter chose the board to practice strong ankles. She plays soccer as a player, alternately as a goalkeeper","Balance board voor sterke enkels. Mijn kleindochter van 11 heeft het board uitgezocht om te oefenen voor sterke enkels. Zij voetbalt als speler, afwisselend als keeper",Fitness and Yoga,8,8,Fitness Gear,9.583739,1.2057128,6.703661,7.884794,2.7066493
592,8838,8838,8838,p+51Vfe+NvmFA/CF7YB90H6Kv1UsVmNaOGS8H8HvWuw=,1,10,2093.0,offline,sale,BALANCE BOARD,GYMBALL & ACC.,FITNESS TRAININ,1,29.99,p+51Vfe+NvmFA/CF7YB90H6Kv1UsVmNaOGS8H8HvWuw=,,"Beetje wennen om zelf te zoeken, betalen bij een winkel bezoek. Zo is het wel erg een doe het zelfWel een aardige medewerker getroffen toen ik wat zocht.Ook apart om Engels te moeten praten in een Nederlandse winkel",4,2023-03-02 09:11:38,,,. It takes some getting used to searching yourself and paying when you visit a store. So it is very much a do it yourself. I met a nice employee when I was looking for something. Also strange to have to speak English in a Dutch store,". Beetje wennen om zelf te zoeken, betalen bij een winkel bezoek. Zo is het wel erg een doe het zelfWel een aardige medewerker getroffen toen ik wat zocht.Ook apart om Engels te moeten praten in een Nederlandse winkel",Fitness and Yoga,14,14,Store and Staff,6.0584717,-1.3637813,9.227028,13.495144,3.1179607
593,8839,8839,8839,4+qxEncs8ptQR5FxIO0gq0Vnv5AKMhK6aFqffU7WfRc=,1,4,70.0,online,sale,DOMYOS EB 140,FIT HOME BIKE,FITNESS TRAININ,1,249.99,4+qxEncs8ptQR5FxIO0gq0Vnv5AKMhK6aFqffU7WfRc=,,Primabedrijf,5,2023-01-16 08:26:02,,,. Great company,. Primabedrijf,Fitness and Yoga,0,0,Delivery,7.742916,-1.6052021,8.269018,11.656968,2.247875
594,8948,8948,8948,4w7l1CzgH5s+usEX1MUNdBOFK1Ylu7IjY8DZkBMBrzw=,1,10,664.0,offline,sale,SOFT YOGA W BRA BLACK,WOMAN YOGA,YOGA,1,19.99,4w7l1CzgH5s+usEX1MUNdBOFK1Ylu7IjY8DZkBMBrzw=,,Prima winkel,5,2022-05-17 17:23:43,,,. Great store,. Prima winkel,Fitness and Yoga,6,6,Store and Staff,7.2283945,-1.7446989,8.014827,12.104203,2.0638137
595,8982,8982,8982,337doCCeFHc1oAA9RwwBryWbpPE2P/zXAA1k370wbdg=,1,4,70.0,online,sale,HANDGRIP AJUSTABLE LIGHT - HARD,BODYWEIGHT ACC,MUSCLE & CROSS,1,6.99,337doCCeFHc1oAA9RwwBryWbpPE2P/zXAA1k370wbdg=,goed voor de spierballen,"snel in huis, goede service",4,2022-06-01 15:03:54,,,"good for the muscles. delivered quickly, good service","goed voor de spierballen. snel in huis, goede service",Fitness and Yoga,8,8,Fitness Gear,9.819211,1.3623375,7.2045436,8.077895,2.3278174
596,8983,8983,8983,337doCCeFHc1oAA9RwwBryWbpPE2P/zXAA1k370wbdg=,1,4,70.0,online,sale,HANDGRIP AJUSTABLE LIGHT - HARD,BODYWEIGHT ACC,MUSCLE & CROSS,1,6.99,337doCCeFHc1oAA9RwwBryWbpPE2P/zXAA1k370wbdg=,,"prima geregeld door de verkoper , die er voor zorgde dat het produkt gratis thuis werd bezorgd.",5,2022-05-13 16:03:22,,,". well arranged by the seller, who ensured that the product was delivered to your home free of charge.",". prima geregeld door de verkoper , die er voor zorgde dat het produkt gratis thuis werd bezorgd.",Fitness and Yoga,0,0,Delivery,7.1600833,0.80218697,9.872252,11.756356,4.881036
597,8984,8984,8984,U4y8wnfgLhCjwn98mBoUvFGPpHJsGbAe8oYUTXGGuF8=,1,10,897.0,offline,sale,BIDON GALLON WATER BOTTLE BLK,PROT / COMPL,MUSCLE & CROSS,1,10.99,U4y8wnfgLhCjwn98mBoUvFGPpHJsGbAe8oYUTXGGuF8=,Slechte kwaliteit,Een keer ergens tegen aan gestoten en er zit gelijk een gat in.,1,2022-07-18 13:18:45,,,Bad quality. Once you bump into something and there's a hole in it.,Slechte kwaliteit. Een keer ergens tegen aan gestoten en er zit gelijk een gat in.,Fitness and Yoga,1,1,Size-Fit Evaluation,9.624151,3.6386087,6.9046454,8.029583,-1.1617107
598,8985,8985,8985,/b5V8lzVEQF5Lfjky0GAsBQoyDZCzMNO+4bFig/UUZY=,1,10,256.0,offline,sale,PUSH UP BAR 500 BLUE,BODYWEIGHT ACC,MUSCLE & CROSS,1,7.99,/b5V8lzVEQF5Lfjky0GAsBQoyDZCzMNO+4bFig/UUZY=,Gezellig!,Zeer goed!,5,2023-05-17 08:56:10,,,Pleasant!. Very good!,Gezellig!. Zeer goed!,Fitness and Yoga,5,5,Good Product,9.577726,-0.75198084,9.99655,9.116941,5.4920793
599,8986,8986,8986,/b5V8lzVEQF5Lfjky0GAsBQoyDZCzMNO+4bFig/UUZY=,1,10,256.0,offline,sale,PUSH UP BAR 500 BLUE,BODYWEIGHT ACC,MUSCLE & CROSS,1,7.99,/b5V8lzVEQF5Lfjky0GAsBQoyDZCzMNO+4bFig/UUZY=,,"I'm looking for a hometrainer bicycle with a laptop stand and with Decathlon warranty, so I can bring it back for repairs, if needed. And one which can easily operate even without being turned on electrically.",5,2023-05-17 08:54:34,,,". I'm looking for a hometrainer bicycle with a laptop stand and with Decathlon warranty, so I can bring it back for repairs, if needed. And one which can easily operate even without being turned on electrically.",". I'm looking for a hometrainer bicycle with a laptop stand and with Decathlon warranty, so I can bring it back for repairs, if needed. And one which can easily operate even without being turned on electrically.",Fitness and Yoga,8,8,Fitness Gear,9.475432,0.685428,6.5439124,8.726814,1.9472178
600,9066,9066,9066,Hd3EEugt/v65uoeHiLYbl3U1Y8BiPsuRA3bn71aXQUQ=,1,10,346.0,offline,sale,LEGGING 500 SLIM COS W,WOMAN TS LEGG,FITNESS TRAININ,1,12.99,Hd3EEugt/v65uoeHiLYbl3U1Y8BiPsuRA3bn71aXQUQ=,,"Het is alijd druk, personeel zoeken is een uitdaging",5,2022-09-12 13:09:10,,,". It is always busy, looking for staff is a challenge",". Het is alijd druk, personeel zoeken is een uitdaging",Fitness and Yoga,14,14,Store and Staff,6.321998,-1.8441405,9.831352,14.170161,3.6620982
